espanol,quechua_texto,cluster_id,cluster_label,tema_clean,tipo_habla_clean,nivel_formalidad
No deje el tratamiento aunque se sienta bien,Aman tratamientoykita saqiychu allinkashaspapas,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,informal
No le dé remedios si está inconsciente,Ama hampita qoychu mana yuyaynimpi kaptin,0,MANEJO_FIEBRE_PREVENCION,URGENCIAS,dialogo_medico,informal
Ponga hielo en el golpe para la hinchazón,Ch'ullunkua churay mana punkinanpaq,5,DIAGNOSTICO_PROCEDIMIENTOS,URGENCIAS,dialogo_medico,informal
Dormir bien ayuda a la salud mental,Allin puñuyqa allin yuyayniuq qanaykipaq,7,PROBLEMAS_FUNCIONALES_SUENO,COND_ESPECIALIZADA,dialogo_medico,informal
Busque apoyo si no controla sus emociones,Sentimientoykita mana controlayta atispaqa yanapaqta mashkay,0,MANEJO_FIEBRE_PREVENCION,COND_ESPECIALIZADA,dialogo_medico,informal
Los niños también sufren estrés,Wawakunapis estreswan qhuyaykanku,1,SALUD_PEDIATRICA_FAMILIAR,COND_ESPECIALIZADA,dialogo_medico,informal
Comparta tiempo con su familia,Aylluykiwan tiempota qoynakuy,0,MANEJO_FIEBRE_PREVENCION,COND_ESPECIALIZADA,dialogo_medico,informal
Las preocupaciones afectan la salud,Llakikuyqa onkuyta apamun,1,SALUD_PEDIATRICA_FAMILIAR,COND_ESPECIALIZADA,dialogo_medico,informal
El frío afecta los pulmones de los abuelos,Chiriqa machulakunan pulmoninta onkuchin,6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,dialogo_medico,informal
La desnutrición infantil es un problema serio,Wawakunapa desnutricionninqa ancha hatun sasachakuymi,7,PROBLEMAS_FUNCIONALES_SUENO,COND_ESPECIALIZADA,dialogo_medico,informal
Tome sopas e infusiones calientes,Sopakunata infusiónkunatawan q’uñita upyay,10,INSTRUCCIONES_MEDICACION_DOSIS,COND_ESPECIALIZADA,dialogo_medico,informal
La piel se infecta fácil por la sequedad,ch’akiriwanqa qara facilta infectakun,6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,dialogo_medico,informal
El asma empeora con el frío y la altura,Asmaqa chiriywanpas alturawanpas aswanta hap'in,6,SINTOMAS_SISTEMICOS_PIEL,COND_ESPECIALIZADA,dialogo_medico,informal
¿Te sientes enfermo(a)?,Qampa onqosqa qinachu kachkanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Comenzaste a sentirte enfermo(a) hoy?,Qampachu qallakuykun kanan punchaw onqoynikipi?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Cuántos días te has sentido enfermo(a)?,Qayka punchawñam onqoynikpiqa?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿La enfermedad está aquí?,Onqoynikichu kaynikipi kachkan?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
¿Sientes náuseas?,Qamchu millakusqayuq kachkanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Las náuseas comenzaron hoy?,Millakusqaykichu qallarin kanan punchaypi?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Cuántos días has tenido náuseas?,Qayka punchawñam qampa millakusqawan kachkanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Has estado vomitando?,Qamchu weqocharanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Hay sangre en tu vómito?,Karqachu yawar weqochasaykipi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
Tu vómito tiene color negro?,Karqachu yanaqsa weqochasaykipi?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿Has tenido diarrea?,Qamchu qechachakuywan karanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Cuántas veces has tenido diarrea hoy?,Qayka kutitammich qechachakuywan kanan punchaw karqanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Tu diarrea de hoy llenaría esto?,Chay qechachakaykita kay punchawpi quntaykachayku kuman?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿De qué color es la diarrea?,Ima llimpinmi qechakusqayki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
¿Es rojo?,Pukachu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,respuesta_breve,informal
¿Es amarillo?,Qelluchu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,respuesta_breve,informal
¿Es verde?,Qomerchu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,respuesta_breve,informal
¿Es negro?,Yanachu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,respuesta_breve,informal
¿Cuándo fue la última vez que defecaste?,Qaynaqtachu qepanpi wik'saykita evakuaranki?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,informal
Ha habido sangre en tus heces?,Karqachu ima yawarpas chay evakuasqa cuerpopi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Estás sangrando por el recto?,Yawartawanchu lluqsichkanki rectuykimanta?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿Tus heces han sido negras?,Yanayasqachu chay evakuasqayki cuerpon?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Tienes fiebre?,Fiebrayuqchu kachkanki?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
¿Cuántos días has tenido fiebre?,Qayka punchawñam fiebrayuq kachkanki?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
¿Arde cuando orinas?,Rupachkanchu ispakutiki?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Estás orinando más de lo habitual?,Ispakuchkankichu achkanta wan qinallamanta?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Hay sangre en la orina?,Yawarchu kan urinaykipi?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Cuándo fue la última vez que comiste?,Qaynaqtachu qepanpi mikuykuranki?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,informal
¿Tienes hambre?,Yarqaywanchu kachkanki?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿Tienes parásitos (lombrices)?,Wiksaykipichu urukunakuna kachkan?,6,SINTOMAS_SISTEMICOS_PIEL,DIAGNOSTICO,dialogo_medico,informal
¿Tienes malaria?,Qamchu kachkanki malariyawan?,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,informal
¿Tienes tuberculosis?,Qamchu kachkanki tuberculosiswan?,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,informal
¿Sabes qué significa el término VIH?,Qamchu yachanki VIH iman nisqanta?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,informal
¿Sabes qué significa el término SIDA?,Qamchu yachanki SIDA iman nisqanta?,4,SEGUIMIENTO_CONTROL_MEDICO,DIAGNOSTICO,dialogo_medico,informal
¿Estás infectado(a) con el virus VIH?,Qamchu kachkanki VIH viruswan?,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
¿Tienes SIDA?,Qamchu kachkanki SIDA nisqanwan?,11,SINTOMAS_DIGESTIVOS_MALESTAR,DIAGNOSTICO,dialogo_medico,informal
Necesitas un análisis de sangre para el virus VIH.,Qampaqa yawarnikita analizananpaqmi chay VIH virus qawanampaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
¿Te duele esta articulación que estoy tocando?,Qampachu nanachkan kay tulluyki tinkunampi qapiruykupi?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Te duele alguna otra articulación?,Qampachu nanachkan huklla tulluyki tinkunampi?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Qué articulación te duele más?,Mayqin tulluyki tinkunmi aswan nanachkan?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Te duele este músculo que estoy tocando?,Nanachkanchu kay kallpaykipa aychan qapiruykupi?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Te duele algún otro músculo?,Qampachu nanachkan huklla kallpaykipa aychan?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Dónde está el dolor muscular?,Maypim kay kallpayki aychan nanachkan?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Este músculo tiene calambre?,Kay kallpayki aychanchu kalambriyuk kachkan?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿Alguna vez has tenido algún hueso roto?,Imata kutillapas qampa tulluykikuna pakikurqachu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Qué huesos te has roto?,Ima tulluykikunata pakikurqanki?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
¿Duele cuando hago esto?,Nanachisunkichu kaynata ruwaptiy?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
Haz esto.,Ruwaykuy kaynata.,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,respuesta_breve,informal
Necesitas una radiografía de tu hueso.,Qampa tulluykita rayos X (equistam)wan qhawachiyta munanki.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,informal
Examinaré la radiografía y te diré lo que veo.,"Ñuqam qhawakusaq chay rayos X-ta, qhawasqayta nisqayki.",5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
El hueso está roto aquí.,Tulluykim kaypi pakisqa kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,informal
El hueso no está roto aquí.,Tulluykim kaypi mana pakisqachu.,1,SALUD_PEDIATRICA_FAMILIAR,DIAGNOSTICO,dialogo_medico,informal
Necesitas un yeso para ayudar a que el hueso sane.,Tulluykita allinchananpaq yesuta churayta munanki.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
No te quites el yeso.,Ama chay yesuta kuyuchinkichu.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
No mojes el yeso.,Ama chay yesuta qochichinkichu.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
Necesitas una férula para ayudar a que la lesión sane.,Qanmi huk tablillata munanki hiridaykita yanapananpaq allinchakunampaq.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
Puedes quitarte la férula para limpiarte.,Qanmi urquykuyta atinki chay tablillata mayninaykipaq.,7,PROBLEMAS_FUNCIONALES_SUENO,TRATAMIENTO,dialogo_medico,informal
La férula debe volver a colocarse después de que te limpies.,Chay tablillata kutichiyta tiyan mayninaykimanta qhipa.,0,MANEJO_FIEBRE_PREVENCION,TRATAMIENTO,dialogo_medico,informal
Necesitas una placa metálica y tornillos para ayudar a que tu hueso sane.,Qanmi huk metal placata tornillokunawan munanki tulluykita yanapananpaq allinchakunampaq.,1,SALUD_PEDIATRICA_FAMILIAR,TRATAMIENTO,dialogo_medico,informal
Necesitamos llevarte a la sala de operaciones para realizar una cirugía.,Ñuqayku qamta apasayku operacion cuartuman qallpachinanpaq.,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
Su hijo(a) está enfermo(a).,Wawaykim unqusqa kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Su hijo(a) está lastimado(a).,Wawaykim hirisqam kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Necesitamos cuidar a su hijo(a).,Ñuqaykum qawanayku wawaykita.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Necesita permitirnos que su hijo(a) se quede por hoy.,Qanmi saqiyku wawaykita kaypi kay punchawlla ñuqaykuman.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Necesita permitirnos que su hijo(a) se quede aquí.,Qanmi saqiwankiku wawaykita kaypi ñuqaykuman.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Puede quedarse con su hijo(a).,Qanmi wawaykiwan kanki kaypi.,7,PROBLEMAS_FUNCIONALES_SUENO,MATERNO_INFANTIL,dialogo_medico,informal
Permítanos examinar a su hijo(a) en privado.,Ñuqaykuman saqiy wawaykita allinta qawaykunaykupaq.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Su hijo(a) mejorará pronto.,Wawaykim utqaymanta allinchakunqa.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Este medicamento ayudará a su hijo(a).,Kay hampi wawaykita yanapanqa.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) comió hoy?,Wawaykichu mikurqa kay punchawpi?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) comió ayer?,Wawaykichu mikurqa qayna punchawpi?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) ha orinado hoy?,Wawaykicha ispakurqa kay punchawpi?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) ha hecho deposición hoy?,Wawaykicha wiksanmanta evakuarqa kay punchawpi?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) hizo deposición ayer?,Wawaykicha wiksanmanta evakuarqa qayna punchawpi?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) ha tenido diarrea?,Wawaykichu qechawan karqa?,11,SINTOMAS_DIGESTIVOS_MALESTAR,MATERNO_INFANTIL,dialogo_medico,informal
¿Su hijo(a) ha estado vomitando?,Wawaykichu weqowan karqa?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Su hijo(a) parece saludable.,Wawaykim allin rikurinqa kachkan.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Su hijo(a) estará bien.,Wawaykim allin kachkanqa.,7,PROBLEMAS_FUNCIONALES_SUENO,MATERNO_INFANTIL,dialogo_medico,informal
Su hijo(a) estará enfermo(a) por mucho tiempo.,Wawaykika unqusqa kanqa llumpayman.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
"Esta enfermedad pasará lentamente, pero la salud de su hijo(a) volverá completamente.","Kay unqunaq allillamanta ripunqa, qinaptinqa wawaykipa qallilinqa kutimunqam tukupayninkama.",1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Déle al niño(a) pequeñas porciones cada pocas horas.,Wawaykita pisillapi mikuchiy aswan kutillapi.,10,INSTRUCCIONES_MEDICACION_DOSIS,MATERNO_INFANTIL,dialogo_medico,informal
Ayude a su hijo(a) a beber esto cada pocas horas.,Wawaykita yanapay pisi upyananpaq aswan kutillapi.,10,INSTRUCCIONES_MEDICACION_DOSIS,MATERNO_INFANTIL,dialogo_medico,informal
Déle este medicamento a su hijo(a) cada cuatro horas.,Wawaykiman ququy kay qampita sapa tawa huranmanta.,10,INSTRUCCIONES_MEDICACION_DOSIS,MATERNO_INFANTIL,dialogo_medico,informal
Deje que su hijo(a) duerma.,Wawaykita saqiy puñukunanta.,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
Usted necesita dormir tanto como el niño(a).,Qanmi puñuwaq chay wawayki qinakama.,4,SEGUIMIENTO_CONTROL_MEDICO,MATERNO_INFANTIL,dialogo_medico,informal
Traiga a su hijo(a) de regreso aquí mañana.,Qanmi kutichimunki paqarin wawaykita kayman.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
Traiga a su hijo(a) de regreso si no hay mejoría hasta mañana.,Qanmi kutichimunki paqarin wawaykita sichus mana allinllaniptin.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
Continuaremos haciendo seguimiento a la salud de su hijo(a) junto con usted.,Ñuqanchikmi qatisunchik qanwanpuni wawaykipa allinllanantam.,1,SALUD_PEDIATRICA_FAMILIAR,SEGUIMIENTO,dialogo_medico,informal
Abre los ojos.,Kichay ñawikikunata,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,respuesta_breve,informal
Cierra los ojos.,Wichqay ñawikikunata.,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,respuesta_breve,informal
¿Te duelen los ojos?,ñawikichum nanachkan?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Usas lentes correctivos?,Qamchukanki anteojusman qawakuy?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Usas lentes de contacto?,Qamchu kanki contact lente wan qawakuy?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿Ves claramente con ambos ojos?,Sumaqtachum qawakunki iskaynin ñawiykikunawan?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Cuál ojo tiene un nuevo problema?,Mayqin ñawikitaq qallaykun problemwan?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
¿Ves mis dedos?,Qawachkankichu lliw deduykunata?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Se ven claros?,Allintachu rikukun?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Cuántos dedos ves ahora?,Qayka dedukunatam qawachkanki kunanqa?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
Voy a mirar dentro de tus ojos con esto.,Ñuqam qawasq kaywan ñawikikupa ukunta.,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
Mantén tu cabeza quieta.,Umaykita amam muyunachu.,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Para que viniste señora?,¿Imamanmy hamushanqui sipas?,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,informal
yo vine porque me duele la cabeza,Noqa Hamushani umay nanawaqtin,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,respuesta_breve,informal
¿Imayki nanasunki taytay?,Que te duele señor,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
A mi me duele la pierna,Noqata nanawan chakay,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,respuesta_breve,informal
Dede cuando estas enfermo,¿Hayk'akmanta pachaq onq'oska kashanki?,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,dialogo_medico,informal
Yo estoy mal hace dos dias,Noqa kashani onq'oska iskay punchayña,11,SINTOMAS_DIGESTIVOS_MALESTAR,SINTOMAS,respuesta_breve,informal
¿que le duela a tu hijo?,¿Imanmy nanashan wawayki?,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,dialogo_medico,informal
A mi hijo le duele su barriga,Wawaypa nanashan wiksan,1,SALUD_PEDIATRICA_FAMILIAR,MATERNO_INFANTIL,respuesta_breve,informal
¿De que empezo tu enfermedad?,¿Imamanta kallarin onq'oynin?,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
"¿como te duele poco, mucho, leve?","¿Imaynatan nanashan pisitachu, ashkatachu, nishutachu?",2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿Que cosa aumenta tu dolor?,¿Iman yapasunki nanayta?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Te duele la cabeza?,¿Umayki nanan?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿Orinas bien en la mañana?,¿Hispashankichu allinta tutamanta?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
¿Duermes bien?,¿Allytachu puñunky?,7,PROBLEMAS_FUNCIONALES_SUENO,SINTOMAS,dialogo_medico,informal
¿cuando toces te duele la espalda?,¿uhuqtiyki nananchu wasayki?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
¿cuando caminas tu pecho te agita?,¿purijtiyki kasqoyki matisunkichu?,8,SINTOMAS_RESPIRATORIOS_CARDIACOS,SINTOMAS,dialogo_medico,informal
¿te marea la cabeza?,¿umaykichu muyun?,3,EVALUACION_INTENSIDAD_DOLOR,SINTOMAS,dialogo_medico,informal
no pongas duro el estomago,wicsaykita ama kuyuchiychu,1,SALUD_PEDIATRICA_FAMILIAR,SINTOMAS,dialogo_medico,informal
me duele la boca cuando abro,simiymi nanan kichaqtiy,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,respuesta_breve,informal
¿tienes apetito?,¿yarkay hapisunkichu?,6,SINTOMAS_SISTEMICOS_PIEL,SINTOMAS,dialogo_medico,informal
¿tienes asco a la comida?,¿millankunkichu mikhunata?,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,dialogo_medico,informal
"¿No quieres comer, desde cuando?",¿mana mikhuita munanqichu hayk'acmanta?,0,MANEJO_FIEBRE_PREVENCION,SINTOMAS,dialogo_medico,informal
¿cuando orinas te arde?,¿Hispaqtiyki K'arasunkichu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿tu orina apesta o es amarillo?,¿Hispayniki asnachu o kelluchu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,informal
¿en tu orina has visto sangre?,¿Hispaynikipi yawarta rikurankichu?,9,OBSERVACION_CAMBIOS_SINTOMAS,SINTOMAS,dialogo_medico,informal
¿le viene sangre todos los meses?,¿yawarniki hamun supa killachu?,4,SEGUIMIENTO_CONTROL_MEDICO,SINTOMAS,dialogo_medico,informal
"¿le baja poca o mucha, de dia o de noche?",¿hamun pisichu o askachu tutachu o punchaychu?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
¿desde cuando arrastra su pierna?,¿Hayk'akmanta chaquiykita aysanki?,2,DOLOR_LOCALIZADO_ESPECIFICO,SINTOMAS,dialogo_medico,informal
dele de mamar a su hijo cada tres horas,wawayquita ñuñunky sapa kinsa hora,10,INSTRUCCIONES_MEDICACION_DOSIS,MATERNO_INFANTIL,dialogo_medico,informal
ahora que tiene diarrea dele muchos liquidos,kunan kechawan kashan ashkata unuta qonayki,11,SINTOMAS_DIGESTIVOS_MALESTAR,TRATAMIENTO,dialogo_medico,informal
mañana vienes en ayunas,pakarin hamunki ama mikhuspa,4,SEGUIMIENTO_CONTROL_MEDICO,SEGUIMIENTO,dialogo_medico,informal
trae tu orina en este frasco,kay frascopi hispasnikita apamunki,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,informal
Trae tus heces,Akaykita apamunki,9,OBSERVACION_CAMBIOS_SINTOMAS,DIAGNOSTICO,dialogo_medico,informal
te vamos a sacar sangre,yawarta orqosunki,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
Tienes que traer a dos personas que te den sangre,Apamunayki iskay runata yawar qunasunquipa,5,DIAGNOSTICO_PROCEDIMIENTOS,DIAGNOSTICO,dialogo_medico,informal
¿como esta tu pie?,¿Imaynan kashan chakayki?,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,informal
¿como esta tu herida?,¿imaynan kashan kiriyki?,5,DIAGNOSTICO_PROCEDIMIENTOS,SINTOMAS,dialogo_medico,informal
No te agarres tu herida,Ama japiqunkichu kiriykita,5,DIAGNOSTICO_PROCEDIMIENTOS,TRATAMIENTO,dialogo_medico,informal
toma este medicamento dos veces al dia,kay hampita millpunki iskallata punchaypi,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
toma este medicamento a las nueve de la noche,kay hampita millpunki pusaq horatutata,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
toma este medicamento con bastante agua,kay hampita millpunki ashka unupi,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
toma este medicamento despues de cada comida,kay hampita millpunki sapa mikhuna qepata,10,INSTRUCCIONES_MEDICACION_DOSIS,TRATAMIENTO,dialogo_medico,informal
come tu comida a tu hora,mikhunata mikhunki horasnikipi,10,INSTRUCCIONES_MEDICACION_DOSIS,PREVENCION,dialogo_medico,informal
Dame tu mano izquierda,lloq'e makiykita apamuy,10,INSTRUCCIONES_MEDICACION_DOSIS,SINTOMAS,dialogo_medico,informal
no te emborraches mucho,ama nishuta machankichu,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,dialogo_medico,informal
no te hagas pasar frio,ama nishuta chirichikunqichu,1,SALUD_PEDIATRICA_FAMILIAR,PREVENCION,dialogo_medico,informal
