espanol,quechua_texto,tipo_habla,nivel_formalidad,tema
¿Tienes granos?,¿Ch'upuyki kanchu?,pregunta,formal,síntomas
Duele al respirar,Samaptiy nanawan,descriptivo,formal,síntomas
¿Cuándo fuiste al baño?,¿Hayk'aq ispaykunki?,pregunta,formal,síntomas
Toma agua de linaza,Linaza unuta ukyay,instrucción,formal,tratamiento
Me pica la garganta,Millp'uymi siqiwan,descriptivo,formal,síntomas
¿Duele al sentarte?,¿Tiyakuptiyki nanasunkichu?,pregunta,formal,síntomas
Tobillo hinchado,Chaki muquy punthisqa,descriptivo,formal,síntomas
Abriga al bebé,Wawata q'uñichiy,instrucción,formal,pediatría
¿Tuviste pesadillas?,¿Millayta mosqokurqankichu?,pregunta,formal,psicología
Duele el lado izquierdo,Lloq'e ladoy nanawan,descriptivo,formal,síntomas
No cargues peso,Ama llasaqta hoqariychu,instrucción,formal,tratamiento
¿Arden tus ojos?,¿Ñawiyki raurashanchu?,pregunta,formal,síntomas
Duele mi muñeca,Maki muquymi nanawan,descriptivo,formal,síntomas
Ven en ayunas,Ch'usaq wijsa hamuy,instrucción,formal,consulta
¿Tu hijo está débil?,¿Wawayki pishipashqachu?,pregunta,formal,pediatría
Tengo mucha sed,Ch'akiywan kashani,descriptivo,formal,síntomas
¿Cuánto tiempo lleva así?,¿Hayka tiempoñataq chhayna kanki?,dialogo_medico,formal,sintomas
Me duelen las articulaciones,T'inkuykunaymi nanaywanmi kani,dialogo_medico,formal,sintomas
¿Ha tenido esto antes?,¿Kayta ñawpaqtapas charrqankichu?,dialogo_medico,formal,diagnostico
Tengo escalofríos,Chullijaq siqiwan kani,dialogo_medico,formal,sintomas
No puedo dormir,Manan puñuyta atinichu,dialogo_medico,formal,sintomas
Tome esto tres veces al día,Kayta kimsa kutiyta uhyay p'unchaypi,instruccion,formal,medicacion
¿Le duelen los huesos?,¿Tulluykikuna nanayta kanchari?,dialogo_medico,formal,sintomas
Tengo mucha sed,Ancha ch'akiywanmi kani,dialogo_medico,formal,sintomas
Evite comidas picantes,Hayaq mikuykunata harkay,instruccion,formal,tratamiento
Me cuesta respirar,Samayqa sinchitan kani,dialogo_medico,formal,sintomas
¿Tiene antecedentes familiares?,¿Aylluykipi ima unkuy kanchu?,dialogo_medico,formal,diagnostico
Tengo la presión alta,Presion hataywanmi kani,dialogo_medico,formal,sintomas
Hágase estos análisis,Kay t'aqwiykunata ruwachiy,instruccion,formal,diagnostico
Me duele al orinar,Hisq'ayshaqtiymi nanawan,dialogo_medico,formal,sintomas
Camine media hora diaria,Sapa p'unchay chawpi hora purinki,instruccion,formal,tratamiento
¿Tiene vómitos?,¿Mayllisqata kanchari?,dialogo_medico,formal,sintomas
Me salen ronchas,Ch'upuykunami lluqsimuwanku,dialogo_medico,formal,sintomas
Necesita cirugía,Operacionta necesitanki,dialogo_medico,formal,diagnostico
Tengo sangrado,Yawar lluqsimuwanmi,dialogo_medico,formal,sintomas
Aplique compresas frías,Chiri pañukunata churay,instruccion,formal,tratamiento
¿Le late rápido el corazón?,¿Sonqoyki utqha t'uqutinchu?,dialogo_medico,formal,sintomas
Tengo la boca seca,Simiyqa ch'akin kashan,dialogo_medico,formal,sintomas
Regrese en una semana,Huk semanapi kutimuy,instruccion,formal,seguimiento
Me tiemblan las manos,Makiykunaymi susuhuwan,dialogo_medico,formal,sintomas
No se rasque,Ama aspiykuy,instruccion,formal,tratamiento
¿Cuándo fue su última regla?,¿Hayk'aqtaq qhipaq killapi karqanki?,dialogo_medico,formal,diagnostico
Tengo los ganglios inflamados,Hanpikuna punthisqanmi kani,dialogo_medico,formal,sintomas
Mantenga la herida limpia,K'iriykita ch'uya qhipachay,instruccion,formal,tratamiento
Me duele al caminar,Purishaspaymi nanawan,dialogo_medico,formal,sintomas
¿Tiene hinchazón?,¿Punthisqata kanchari?,dialogo_medico,formal,sintomas
Tengo mucho cansancio,Anchata saqisqaymi kani,dialogo_medico,formal,sintomas
Use zapatos cómodos,Kusichiq zapatosta churay,instruccion,formal,prevencion
Me duelen los músculos,Aycha nanaywanmi kani,dialogo_medico,formal,sintomas
¿Ha bajado de peso?,¿Llasayta pisiyachirqankichu?,dialogo_medico,formal,diagnostico
Tengo zumbido en los oídos,Ninriykuna rurururuwan,dialogo_medico,formal,sintomas
Tome sol por las mañanas,Paqarinkunapi intiyta chaskiy,instruccion,formal,tratamiento
¿Tiene dolor de huesos?,¿Tullu nanaywan kanchari?,dialogo_medico,formal,sintomas
Me duele el hígado,K'iwyay nanaywanmi kani,dialogo_medico,formal,sintomas
Reduzca el azúcar,Misk'i pisiyachiy,instruccion,formal,tratamiento
Tengo calambre,Khurun nanaywanmi kani,dialogo_medico,formal,sintomas
¿Orina con frecuencia?,¿Sapa kutichu hisq'anki?,dialogo_medico,formal,sintomas
Tengo la lengua blanca,Qalluymi yurachasqa kashan,dialogo_medico,formal,sintomas
No se esfuerce mucho,Ama anchataraq kallpata churaychu,instruccion,formal,tratamiento
Me arde al orinar,Hisq'ashaspaymi rauran,dialogo_medico,formal,sintomas
¿Tiene moretones?,¿Yana yurachasqata kanchari?,dialogo_medico,formal,sintomas
Tengo manchas en la piel,Qaraypi ch'iqchi ch'iqchikunami kashan,dialogo_medico,formal,sintomas
Coma más verduras,Yuyukunataraq mikhuy,instruccion,formal,tratamiento
Me duele la rodilla,Qunqur nanaywanmi kani,dialogo_medico,formal,sintomas
¿Se ha golpeado?,¿P'anqakurqankichu?,dialogo_medico,formal,diagnostico
Tengo entumecimiento,Ñut'uywanmi kani,dialogo_medico,formal,sintomas
¿Desde cuándo tiene dolor de cabeza?,¿Hayka unayñataq uma nanayniyuq kanki?,dialogo medico,formal,sintomas
¿Le duele el estómago después de comer?,¿Mikhuyta tukuspa wiksayki nananchu?,dialogo medico,formal,sintomas
¿Ha tenido fiebre en las últimas horas?,¿Kay qhipa horakunapi fiebreyuqchu kanki?,dialogo medico,formal,sintomas
¿Siente mareos cuando se levanta?,¿Hatarispaykichu umayki muyukunki?,dialogo medico,formal,sintomas
¿Tiene dificultad para respirar?,¿Sasachakunkichu samayta?,dialogo medico,formal,sintomas
¿Ha notado pérdida de apetito?,¿Repararqankichu manaña mikhuy munasqaykita?,dialogo medico,formal,sintomas
¿Le arde la garganta al tragar?,Millp’uspa kunkayki ruphakunchu?,dialogo medico,formal,sintomas
¿Tiene dolor en el pecho?,¿Sinqa nanayniyuqchu kanki?,dialogo medico,formal,sintomas
¿Ha vomitado hoy?,¿Kunan punchaw vomitarqankichu?,dialogo medico,formal,sintomas
¿Siente debilidad en el cuerpo?,¿Cuerpoykipi pisi kallpayoqchu sientekunki?,dialogo medico,formal,sintomas
Vamos a tomarle la presión arterial.,Yawarpa tanqaynintam hapisaqku.,entrevista,formal,diagnostico
Necesitamos hacer un análisis de sangre.,Yawarta qhawananchismi.,entrevista,formal,diagnostico
Su temperatura está elevada.,Paypa rupayninqa aswan hatunmi.,respuesta breve,formal,diagnostico
Parece que tiene una infección leve.,Llampu infecciónniyuq hinam.,respuesta breve,formal,diagnostico
Debemos hacerle una radiografía.,Radiografía nisqatan ruwananchis.,entrevista,formal,diagnostico
Tome esta pastilla después del desayuno.,Kay pastillataqa desayunaspa upyana.,lectura,formal,medicacion
Tome el jarabe cada ocho horas.,Chay jarabetaqa sapa pusaq horamanta upyana.,lectura,formal,medicacion
No suspenda el tratamiento sin avisar.,Ama hampiyta saqiychu mana willasqa.,lectura,formal,tratamiento
Aplique esta crema en la zona afectada.,Kay cremataqa chay unqusqa kaqpi churana.,lectura,formal,tratamiento
Beba abundante agua durante el tratamiento.,Hampikuypiqa achka yakuta upyana.,lectura,formal,tratamiento
Debe guardar reposo por tres días.,Kimsa punchawmi samarinayki.,respuesta breve,formal,tratamiento
Complete todo el tratamiento aunque se sienta mejor.,Allinña sientekunki chaypas llapan hampiyta hunt’ay.,lectura,formal,tratamiento
Regrese en una semana para control.,Huk semanamanta kutimuy revisakunaykipaq.,dialogo medico,formal,seguimiento
Si el dolor empeora vuelva inmediatamente.,"Nanay astawan yapakuptinqa, chaylla kutiy.",dialogo medico,formal,seguimiento
No se automedique.,Ama kikiykita hampikuychu.,respuesta breve,formal,prevencion
Hoy le aplicaremos la vacuna contra la influenza.,Kunan punchawmi gripe vacunata qusqaykiku.,dialogo medico,formal,vacunacion
Es importante vacunarse cada año.,Sapa wata vacunakuyqa ancha allinmi.,narracion,formal,prevencion
Lávese las manos con frecuencia.,Sapa kuti makiykita mayllakuy.,lectura,formal,prevencion
Mantenga distancia si alguien está enfermo.,Pipas unquptinqa karunchakuy.,lectura,formal,prevencion
La vacuna es segura y gratuita.,"Chay vacunaqa mana imamanta manchachikuqmi, manataqmi qullqipaqchu.",narracion,formal,vacunacion
¿Cómo se ha sentido desde la última consulta?,¿Imaynan sientekunki qhepa consulta ruwasqaykimantapacha?,dialogo medico,formal,seguimiento
¿Ha mejorado con el tratamiento?,¿Allinchu hampichikusqanwan?,dialogo medico,formal,seguimiento
Informe si presenta nuevos síntomas.,Musuq sintomakunata rikhurichinki chayqa willay.,lectura,formal,seguimiento
No falte a su próxima cita.,Ama qhepa citaykita faltaychu.,lectura,formal,seguimiento
Estamos aquí para ayudarle.,Yanapanaykupaqmi kaypi kachkaniku.,narracion,formal,seguimiento
Use mascarilla si tiene tos.,Tosniyuq kaspaqa mascarata churakuy.,lectura,formal,prevencion
Evite el contacto cercano con personas enfermas.,Unqusqa runakunawanqa ama asuykuychu.,lectura,formal,prevencion
Descanse y aliméntese bien.,Samay hinaspa allinta mikhuy.,respuesta breve,formal,tratamiento
Debe controlar su presión cada mes.,Sapa killam yawarpa presión nisqaykita qawanayki.,dialogo medico,formal,seguimiento
¿Está tomando sus medicamentos correctamente?,¿Allintachu hampiykikunata upyachkanki?,dialogo medico,formal,seguimiento
¿Tiene antecedentes de diabetes?,¿Ñawpaqmantachu diabetes onqoyniyoq kanki?,entrevista,formal,diagnostico
¿Es alérgica a algún medicamento?,¿Ima hampikunamanpas alergiayuqchu kanki?,entrevista,formal,diagnostico
Necesita realizarse un examen adicional.,Huk prueba yapasqatan ruwanayki.,respuesta breve,formal,diagnostico
Su nivel de azúcar está dentro de lo normal.,Nivel de azúcar nisqaykiqa normal nisqa ukhupin kashan.,narracion,formal,diagnostico
Debe evitar el estrés para mejorar su salud.,Allinta qhali kanaykipaqqa manan estrés nisqapichu kanayki.,narracion,formal,prevencion
¿Ha tenido contacto con alguien enfermo?,¿Pipas unquqwan tuparqankichu?,entrevista,formal,diagnostico
Si presenta fiebre alta acuda al centro de salud.,"Sinchi fiebreyuq kanki chayqa, hampina wasiman riy.",lectura,formal,prevencion
Es necesario completar todas las dosis del tratamiento.,Tukuy hampi dosiskunata hunt’ana tiyan.,narracion,formal,tratamiento
Le explicaré cómo tomar el medicamento.,Chay hampita imayna upyanamanta sut’inchasaq.,dialogo medico,formal,medicacion
Gracias por venir a su consulta médica.,Gracias consulta médica nisqaykiman hamusqaykimanta.,dialogo medico,formal,seguimiento
Me duele la cabeza.,Umay nanashan.,lectura,formal,sintomas
Tengo mucha fiebre.,Sinchita rupapashashani.,lectura,formal,sintomas
Me duele el pecho.,Qhasquymi nanawan.,lectura,formal,sintomas
Tengo náuseas.,Millapakuwashanmi.,lectura,formal,sintomas
Me duele la garganta.,Kunkaymi nanashan.,lectura,formal,sintomas
Tengo tos seca.,Ch’aki t’uqusqaymi kashan.,lectura,formal,sintomas
Estoy muy cansado.,Sinchi sayk’usqa kashani.,lectura,formal,sintomas
No huelo nada.,Manan imatapas mutkhiniñachu.,lectura,formal,sintomas
Me pica la piel.,Aychaymi siqsiwashan.,lectura,formal,sintomas
Me duele el estómago.,Wiksaymi nanashan.,lectura,formal,sintomas
Me falta el aire.,Samayniymi pisiyapuwashan.,lectura,formal,sintomas
Tengo escalofríos.,Khatatashanmi cuerpoy.,lectura,formal,sintomas
Me duele la espalda.,Wasaymi nanashan.,lectura,formal,sintomas
Me duelen los huesos.,Tulluykunami nanawan.,lectura,formal,sintomas
No puedo dormir.,Manan puñuyta atiniñachu.,lectura,formal,sintomas
Me zumba el oído.,Ninriymi qhinwashan.,lectura,formal,sintomas
Me duele la cintura.,Wiqawnymi nanawan.,lectura,formal,sintomas
Mis pies están hinchados.,Chakiykunami punkiyashan.,lectura,formal,sintomas
Tengo diarrea.,Wiksaymi q’ichashan.,lectura,formal,sintomas
Me arden los ojos.,Ñawiykunami rawrashan.,lectura,formal,sintomas
Estoy mareado.,Umaymi muyushan.,lectura,formal,sintomas
Sangra mi nariz.,Sinqaymi yawarayan.,lectura,formal,sintomas
Me duele la muela.,Kiruymi nanawan.,lectura,formal,sintomas
Tengo mucha sed.,Sinchi ch’akiywanmi kashani.,lectura,formal,sintomas
He perdido peso.,Tulluyapushanimi.,lectura,formal,sintomas
No tengo apetito.,Manan mikhunay yachanchu.,lectura,formal,sintomas
Siento mucho frío.,Sinchi chiriywanmi kashani.,lectura,formal,sintomas
Me duele el cuello.,Kunkaymi k’uyukun.,lectura,formal,sintomas
Tengo un bulto aquí.,Kaypin ch’upu rikhurimuwan.,lectura,formal,sintomas
Me duele al orinar.,Hisp’aymi nanawan.,lectura,formal,sintomas
Mi cara está hinchada.,Uyaymi punkiyashan.,lectura,formal,sintomas
Siento calambres.,Aychaymi k’itukun.,lectura,formal,sintomas
Tengo herida en la boca.,Simiypi k’iri kashan.,lectura,formal,sintomas
Me arde el estómago.,Wiksaymi rawrashan.,lectura,formal,sintomas
No puedo caminar.,Manan puriyta atinichu.,lectura,formal,sintomas
Me duele la rodilla.,Muquymi nanawan.,lectura,formal,sintomas
Tengo mucha flema.,Sinchi q’uytan kashan.,lectura,formal,sintomas
Siento palpitaciones.,Sonqoymi p’itishan.,lectura,formal,sintomas
Me duelen los oídos.,Ninriykunami nanawan.,lectura,formal,sintomas
Tengo manchas rojas.,Puka t’uquykunami rikhurimuwan.,lectura,formal,sintomas
Siento debilidad.,Kallpaymi pisiyashan.,lectura,formal,sintomas
Tengo ronquera.,Kunkaymi ch’akiyapun.,lectura,formal,sintomas
Me duele el hígado.,Kukupiniymi nanashan.,lectura,formal,sintomas
Tengo mucho vómito.,Sinchitan amuyapushani.,lectura,formal,sintomas
Me duele la mano.,Makiy nanashan.,lectura,formal,sintomas
No puedo ver bien.,Manan allintachu rikhuni.,lectura,formal,sintomas
Tengo la boca seca.,Simiymi ch’akishani.,lectura,formal,sintomas
Me duele el hombro.,Rikraymi nanawan.,lectura,formal,sintomas
Siento hormigueo.,Aychaymi susunkayashan.,lectura,formal,sintomas
Tengo estreñimiento.,Empachohuanmi kashani.,lectura,formal,sintomas
¿Qué le duele?,Imaikin nanan.,lectura,formal,diagnostico
Abra la boca.,Simiykita kichay.,lectura,formal,diagnostico
Respire profundo.,Allinta samay.,lectura,formal,diagnostico
Saque la lengua.,Qalluykita horqomuy.,lectura,formal,diagnostico
Siéntese aquí.,Kaypi tiyaikuy,lectura,formal,diagnostico
Échese de espaldas.,wasampanmantan wischukuy,lectura,formal,diagnostico
¿Tiene alergias?,Ima hampitapas manchakunki?,lectura,formal,diagnostico
Tome aire.,tranquilisarikuy.,lectura,formal,diagnostico
No se mueva.,Ama kuyuriychu.,lectura,formal,diagnostico
¿Desde cuándo duele?,Hayk’aqmantan nanasunki?.,lectura,formal,diagnostico
Vamos a pesarlo.,pesasayki.,lectura,formal,diagnostico
Muestre su herida.,qayachiway nanayniquita.,lectura,formal,diagnostico
¿Comió algo hoy?,Mikhurqankichu kunan unchay.,lectura,formal,diagnostico
Tapa tu nariz.,sinqaykita wiskay.,lectura,formal,diagnostico
Mire hacia arriba.,Wichayta qhaway.,lectura,formal,diagnostico
¿Toma medicamentos?,hampita tomanquichu?,lectura,formal,diagnostico
Estire el brazo.,makikita chut'ari.,lectura,formal,diagnostico
¿Duele aquí?,kaipichu nanashasunki.,lectura,formal,diagnostico
Relaje el cuerpo.,Cuerpoykita samachiy.,lectura,formal,diagnostico
Levante la polera.,Poleraykita hoqariy.,lectura,formal,diagnostico
Cierre los ojos.,Ñawiykita ch’illmiy.,lectura,formal,diagnostico
Póngase la bata.,bataykita churakuy.,lectura,formal,diagnostico
¿Ha tenido hijos?,Wawayoqchu kanchu?.,lectura,formal,diagnostico
Camine un poco.,puriri hoq chikanta.,lectura,formal,diagnostico
Doble la pierna.,Chakiykita hunkuy.,lectura,formal,diagnostico
¿Le duele mucho?,nishutachu nanasunki.,lectura,formal,diagnostico
Espere su turno.,Turnoykita suyay.,lectura,formal,diagnostico
¿A qué hora empezó?,Ima horatan qallariran?.,lectura,formal,diagnostico
Necesitamos sangre.,yawarta mascashayku.,lectura,formal,diagnostico
Pase al consultorio.,Consultorioman haykumuy.,lectura,formal,diagnostico
¿Duerme bien?,allintachu puñunki?.,lectura,formal,diagnostico
Escuche mi voz.,uyariy Kunkayta.,lectura,formal,diagnostico
Señale el dolor.,Maykin nanashan.,lectura,formal,diagnostico
¿Tiene mareos?,Umayki muyunchu?.,lectura,formal,diagnostico
Baje el pantalón.,Pantalonniykita uraya chikuy.,lectura,formal,diagnostico
¿Está embarazada?,Wiksayoqchu kashanki?.,lectura,formal,diagnostico
Abra bien los ojos.,Ñawiykita allinta kichay.,lectura,formal,diagnostico
¿Usa lentes?,Lentesta churakunkichu?,lectura,formal,diagnostico
Tapa un oído.,Hoq ninriykita wiskay.,lectura,formal,diagnostico
Suelte el aire.,kachari Samayniykita .,lectura,formal,diagnostico
¿Sufre del corazón?,Sonqoykimantachu onqonki?,lectura,formal,diagnostico
¿Le operaron antes?,operachikuranquichu ñaupacta,lectura,formal,diagnostico
Póngase de pie.,Sayariy.,lectura,formal,diagnostico
¿Tiene algún golpe?,maynikin nanashan.,lectura,formal,diagnostico
Venga por aquí.,hamuy queininta.,lectura,formal,diagnostico
¿Tose sangre?,Yawartachu t’uqunki?.,lectura,formal,diagnostico
Descanse un rato.,samayurui hoq chikanta.,lectura,formal,diagnostico
¿Siente este pinchazo?,qeyta reparanquichu.,lectura,formal,diagnostico
¿Duele al presionar?,nananshu Ñit’iypti.,lectura,formal,diagnostico
Todo estará bien.,Allinmi kanki.,lectura,formal,diagnostico
¿Desde cuándo tiene fiebre?,Hayk'aqmantataq ruphayniyoq kanki?,lectura,formal,sintomas
¿Le duele la garganta al tragar?,Nanasunkichu kunkayki millp'uqtiyki?,lectura,formal,sintomas
¿Ha tenido tos en los últimos días?,Qhipa p'unchaykunapi uqhuyniyoqchu karanki?,lectura,formal,sintomas
Voy a revisar su presión arterial.,Yawarniki ñit'iyta qhawasaq.,lectura,formal,sintomas
Respire profundo por favor.,Ama hina kaspa sinchita samay.,lectura,formal,sintomas
Debe tomar esta medicina cada ocho horas.,Kay hampita sapa pusaq horapi upyanayki.,lectura,formal,sintomas
Necesita descansar durante tres días.,Kimsa p'unchayta samanayky.,lectura,formal,sintomas
Debe beber bastante agua.,Achka unuta upyanayki.,lectura,formal,sintomas
¿Tiene dolor de cabeza?,Umaykipi nanayniyuqchu kanki?,lectura,formal,sintomas
Vamos a hacer un análisis de sangre.,Yawarniyki manta qhawariyta ruwasun.,lectura,formal,sintomas
¿Ha sentido mareos recientemente?,Kunan p'unchaykunapi umayki muyusunki?,lectura,formal,sintomas
Debe aplicarse esta vacuna hoy.,Kunan p'unchay kay T'irpunata churakuy.,lectura,formal,sintomas
Regrese para control en una semana.,Huk semana qhipaman kutimuy qhawarinaypaq.,lectura,formal,sintomas
Evite comer alimentos grasosos.,Ama wirayuq mikhunata mikhuychu.,lectura,formal,sintomas
¿Tiene alergia a algún medicamento?,Hampikunaman alergiayuqchu kanki?,lectura,formal,sintomas
¿Ha tenido vómitos?,Aqtukurankichu?,lectura,formal,sintomas
¿Siente dolor en el estómago?,Wiksaykipi nanayniyuqchu kanki?,lectura,formal,sintomas
Debe tomar el antibiótico por siete días.,Kay antibiyotikunata qanchis p'unchay upyanayki.,lectura,formal,sintomas
Evite el esfuerzo físico.,Ama kallpachakuychu.,lectura,formal,sintomas
Debe lavarse las manos frecuentemente.,Makiykikunata sapa kutin maqllinayki.,lectura,formal,sintomas
¿Tiene dificultad para respirar?,Samayta atipakunkichu?,lectura,formal,sintomas
Debe controlar su temperatura diariamente.,Sapa p'unchay ruphayniykita qhawarinayki.,lectura,formal,sintomas
Le voy a recetar un analgésico.,Huk nanay chinkachiq hampita qollasayki.,lectura,formal,sintomas
¿Tiene antecedentes de diabetes?,Diabetis unquy ñawpaqmantachu kan?,lectura,formal,sintomas
Debe acudir inmediatamente si empeora.,Aswan millaykaptinqa usqayllata hamuy.,lectura,formal,sintomas
¿Le duele el pecho?,Sonqoykipi nanayniyuqchu kanki?,lectura,formal,sintomas
Necesita hacerse una radiografía.,Radiografiata ruwachikunayki.,lectura,formal,sintomas
Debe evitar el consumo de alcohol.,Ama alkulta upyankichu.,lectura,formal,sintomas
Debe dormir al menos ocho horas.,Pusaq horata puñunayki.,lectura,formal,sintomas
¿Tiene diarrea?,q'echayuchu kanki?,lectura,formal,sintomas
Debe mantener una dieta balanceada.,Allin mikhuykunata mikhunayki.,lectura,formal,sintomas
Le haré un examen físico completo.,Llapan kuerpuykita qhawasaq.,lectura,formal,sintomas
Debe regresar en tres días.,Kimsa p'unchay qhipaman kutimunayki.,lectura,formal,sintomas
Debe tomar la pastilla después de comer.,Mikhuspa qhipaman pastillata upyanayki.,lectura,formal,sintomas
¿Tiene dolor en las articulaciones?,Tulluykikunapi nanayniyuqchu kanki?,lectura,formal,sintomas
Debe evitar el frío.,Ama chiriyman riychu.,lectura,formal,sintomas
Voy a medir su nivel de azúcar.,Azukarniykita qhawasayki.,lectura,formal,sintomas
Debe completar todo el tratamiento.,Llapan hampita tukunayki.,lectura,formal,sintomas
¿Ha tenido escalofríos?,Chhirimanchayniyuqchu kanki?,lectura,formal,sintomas
Debe usar mascarilla si tiene tos.,Uqhuyniyoq kaspa maskarata churakuy.,lectura,formal,sintomas
Le recomiendo reposo absoluto.,Sumaq samayta ruwanayki.,lectura,formal,sintomas
¿Tiene náuseas?,sunqukutichikuytachi ruwasasunki?,lectura,formal,sintomas
Debe hidratarse constantemente.,Sapa kuti unuta ujanayki.,lectura,formal,sintomas
Necesita una prueba de laboratorio.,Laboratoriopi qhawachikunayki.,lectura,formal,sintomas
Debe vacunarse contra la influenza.,Influenza unquymanta t'irpuchikunayki.,lectura,formal,sintomas
Regrese si presenta nuevos síntomas.,Musuq nanaykuna kaptinqa kutimunayki.,lectura,formal,sintomas
Debe evitar automedicarse.,Ama kikillayki hampikunkichu.,lectura,formal,sintomas
Voy a escuchar sus pulmones.,Pulmonniykita uyarisayki.,lectura,formal,sintomas
Debe tomar abundante líquido.,Achka unuta millp'unaki.,lectura,formal,sintomas
¿Ha perdido el apetito?,Mikhuy munayniykita chinkachinkichu?,lectura,formal,sintomas
Lávese las manos.,makiykichikta makllikuychik,lectura,formal,prevencion
Use mascarilla.,maskarillata churakuy,lectura,formal,prevencion
Vacune a su hijo.,Wawaykita vacunachiy.,lectura,formal,vacunacion
Coma verduras.,Q’umir qhurakunata mikhuy.,lectura,formal,prevencion
Hierva el agua.,unuta t'impuchiy,lectura,formal,prevencion
Limpie su casa.,Wasiykita pichay.,lectura,formal,prevencion
Ventile el cuarto.,Cuartoykita wayrachiy.,lectura,formal,prevencion
No fume tabaco.,Ama sayrita ukyaychu.,lectura,formal,prevencion
Haga ejercicio.,Cuerpoykita kuyuchiy.,lectura,formal,prevencion
Beba agua pura.,Ch’uya unuta ukyay.,lectura,formal,prevencion
Cepille sus dientes.,Kiruykita machakuy.,lectura,formal,prevencion
Use ropa limpia.,Ch’uya p’achata churakuy.,lectura,formal,prevencion
Coma a su hora.,timpullampi mukhuy,lectura,formal,prevencion
Traiga su carnet.,Carnetniykita apamuy.,lectura,formal,seguimiento
Cuide su peso.,Llasayniykita qhaway.,lectura,formal,seguimiento
Vuelva mañana.,Paqarin kutimuy.,lectura,formal,seguimiento
No falte a cita.,citaykiman hamunkipuni,lectura,formal,seguimiento
¿Cómo se siente?,imahinan kachkanki,lectura,formal,seguimiento
Ya está sano.,¿allinñachu kachkanki?,lectura,formal,seguimiento
Coma lentejas.,Lentejasta mikhuy.,lectura,formal,prevencion
Use zapatos.,usutata churakuy,lectura,formal,prevencion
Evite moscas.,Ch’uspikunamanta amachakuy.,lectura,formal,prevencion
Lave las frutas.,Rurukunata maylliy.,lectura,formal,prevencion
Duerma temprano.,Utqaylla puñuy.,lectura,formal,prevencion
Cuide sus ojos.,Ñawiykita qhaway.,lectura,formal,prevencion
No use basura.,q'upataqa wikch'upuy/ q'upataqa wikch'uy,lectura,formal,prevencion
Mate los piojos.,usakunata sipiy,lectura,formal,prevencion
Corte sus uñas.,Silluykita kuchuy.,lectura,formal,prevencion
Use repelente.,Repelenteta churakuy.,lectura,formal,prevencion
Tape la comida.,mikhunata tapay,lectura,formal,prevencion
No beba del río.,ama mayu unutaqa upyaychu,lectura,formal,prevencion
Use letrina.,letrinapi hisp'ay,lectura,formal,prevencion
Beba leche fresca.,llamp'u ñukñuta upyay,lectura,formal,prevencion
Coma huevo.,Runtuta mikhuy.,lectura,formal,prevencion
No ande descalzo.,Ama q’ala chaki puriychu.,lectura,formal,prevencion
Use sombrero.,Sombreroykita churakuy.,lectura,formal,prevencion
Lave su ropa.,P’achaykita t’aqsay.,lectura,formal,prevencion
Evite el humo.,Q’osñimanta amachakuy.,lectura,formal,prevencion
Coma pescado.,Challwata mikhuy.,lectura,formal,prevencion
Tome vitaminas.,Vitaminasta ukyay.,lectura,formal,prevencion
Venga al control.,Controlniykiman hamuy.,lectura,formal,seguimiento
Traiga al bebé.,wawata apamuy,lectura,formal,seguimiento
¿Mejoró el dolor?,imaynan nanayniyki kachakan?,lectura,formal,seguimiento
No use salitre.,Ama kachita ukyaychu.,lectura,formal,prevencion
Coma quinua.,kuñuata mikhuy,lectura,formal,prevencion
Beba mate caliente.,q'uñi matita upyay,lectura,formal,prevencion
Use jaboncillo.,jabonwan mariykita makllikuy,lectura,formal,prevencion
Cuide su sangre.,Yawarniykita qhaway.,lectura,formal,prevencion
Vuelva en un mes.,huk killamanta kutimuyki,lectura,formal,seguimiento
Gracias doctor.,Añay doctor.,lectura,formal,seguimiento
¿Cómo se siente el día de hoy?,Imayna kashanki kunan punchawpi?,dialogo medico,formal,sintomas
¿Dónde empezó el dolor?,Maypitaq qallarin chay nanay?,dialogo medico,formal,sintomas
¿El dolor es fuerte o leve?,Sinchichu utaq pisillachu chay nanay?,dialogo medico,formal,sintomas
¿Te duele más en la noche?,Sinchichu tuta nanasunqui?,dialogo medico,formal,sintomas
¿Puedes mover el brazo sin dolor?,Rikraykita kuyuyta atinkichu mana nanaywan?,dialogo medico,formal,sintomas
Te voy a medir la temperatura.,Ruphaykita tupaysaki kunan.,dialogo medico,formal,diagnostico
Voy a revisar tu presión arterial.,Yawar ñit’iykita tupusqayki.,dialogo medico,formal,diagnostico
Respira profundo por favor.,Allinta samayta apay.,dialogo medico,formal,diagnostico
Siéntate aquí para revisarte.,"Kaypi tiay, qhawaykusqayki.",dialogo medico,formal,diagnostico
Ponte de pie despacio.,Pisillawan sayariy.,dialogo medico,formal,diagnostico
Es una infección leve.,Kay onqoy pisilla.,dialogo medico,formal,diagnostico
Necesitas tratamiento rápido.,Usqhaytaa hampichikuyta necesitanki,dialogo medico,formal,tratamiento
Toma esta medicina todos los días.,Kay hampita sapa punchay ujayunki.,dialogo medico,formal,medicacion
Aplica la pomada en la herida.,Chay hampita churay llagaman,dialogo medico,formal,medicacion
Lava tus manos antes de comer.,Manaraq mihunki maylliy makiykita.,dialogo medico,formal,prevencion
Bebe agua hervida.,Uhay unu thimputa,dialogo medico,formal,prevencion
