espanol,quechua_texto,cluster_id,cluster_label,tipo_habla,nivel_formalidad,tema
El asma empeora con el frío y la altura,Asmaqa chiriywanpas alturawanpas aswanta hap'in,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,enfermedades alto-andinas
¿Te sientes enfermo(a)?,Qampa onqosqa qinachu kachkanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
¿Comenzaste a sentirte enfermo(a) hoy?,Qampachu qallakuykun kanan punchaw onqoynikipi?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
¿Cuántos días te has sentido enfermo(a)?,Qayka punchawñam onqoynikpiqa?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿La enfermedad está aquí?,Onqoynikichu kaynikipi kachkan?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
¿Sientes náuseas?,Qamchu millakusqayuq kachkanki?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Las náuseas comenzaron hoy?,Millakusqaykichu qallarin kanan punchaypi?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Cuántos días has tenido náuseas?,Qayka punchawñam qampa millakusqawan kachkanki?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Has estado vomitando?,Qamchu weqocharanki?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Hay sangre en tu vómito?,Karqachu yawar weqochasaykipi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
Tu vómito tiene color negro?,Karqachu yanaqsa weqochasaykipi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Has tenido diarrea?,Qamchu qechachakuywan karanki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿Cuántas veces has tenido diarrea hoy?,Qayka kutitammich qechachakuywan kanan punchaw karqanki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,sintomas
¿Tu diarrea de hoy llenaría esto?,Chay qechachakaykita kay punchawpi quntaykachayku kuman?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿De qué color es la diarrea?,Ima llimpinmi qechakusqayki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿Es rojo?,Pukachu?,0,GESTION_SALUD_GENERAL,respuesta breve,informal,sintomas
¿Es amarillo?,Qelluchu?,6,DOLOR_PECHO_RESPIRATORIO,respuesta breve,informal,sintomas
¿Es verde?,Qomerchu?,5,INSTRUCCIONES_MEDICACION_DOSIS,respuesta breve,informal,sintomas
¿Es negro?,Yanachu?,0,GESTION_SALUD_GENERAL,respuesta breve,informal,sintomas
¿Cuándo fue la última vez que defecaste?,Qaynaqtachu qepanpi wik'saykita evakuaranki?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
Ha habido sangre en tus heces?,Karqachu ima yawarpas chay evakuasqa cuerpopi?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Estás sangrando por el recto?,Yawartawanchu lluqsichkanki rectuykimanta?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Tus heces han sido negras?,Yanayasqachu chay evakuasqayki cuerpon?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Tienes fiebre?,Fiebrayuqchu kachkanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Cuántos días has tenido fiebre?,Qayka punchawñam fiebrayuq kachkanki?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Arde cuando orinas?,Rupachkanchu ispakutiki?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Estás orinando más de lo habitual?,Ispakuchkankichu achkanta wan qinallamanta?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Hay sangre en la orina?,Yawarchu kan urinaykipi?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿Cuándo fue la última vez que comiste?,Qaynaqtachu qepanpi mikuykuranki?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,sintomas
¿Tienes hambre?,Yarqaywanchu kachkanki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Tienes parásitos (lombrices)?,Wiksaykipichu urukunakuna kachkan?,1,DOLOR_LOCALIZADO,dialogo medico,informal,diagnostico
¿Tienes malaria?,Qamchu kachkanki malariyawan?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,diagnostico
¿Tienes tuberculosis?,Qamchu kachkanki tuberculosiswan?,1,DOLOR_LOCALIZADO,dialogo medico,informal,diagnostico
¿Sabes qué significa el término VIH?,Qamchu yachanki VIH iman nisqanta?,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
¿Sabes qué significa el término SIDA?,Qamchu yachanki SIDA iman nisqanta?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,diagnostico
¿Estás infectado(a) con el virus VIH?,Qamchu kachkanki VIH viruswan?,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
¿Tienes SIDA?,Qamchu kachkanki SIDA nisqanwan?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,diagnostico
Necesitas un análisis de sangre para el virus VIH.,Qampaqa yawarnikita analizananpaqmi chay VIH virus qawanampaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
¿Te duele esta articulación que estoy tocando?,Qampachu nanachkan kay tulluyki tinkunampi qapiruykupi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Te duele alguna otra articulación?,Qampachu nanachkan huklla tulluyki tinkunampi?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Qué articulación te duele más?,Mayqin tulluyki tinkunmi aswan nanachkan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Te duele este músculo que estoy tocando?,Nanachkanchu kay kallpaykipa aychan qapiruykupi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Te duele algún otro músculo?,Qampachu nanachkan huklla kallpaykipa aychan?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Dónde está el dolor muscular?,Maypim kay kallpayki aychan nanachkan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Este músculo tiene calambre?,Kay kallpayki aychanchu kalambriyuk kachkan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Alguna vez has tenido algún hueso roto?,Imata kutillapas qampa tulluykikuna pakikurqachu?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Qué huesos te has roto?,Ima tulluykikunata pakikurqanki?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Duele cuando hago esto?,Nanachisunkichu kaynata ruwaptiy?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
Haz esto.,Ruwaykuy kaynata.,4,RESPIRATORIO_CARDIACO_URGENCIA,respuesta breve,informal,sintomas
Necesitas una radiografía de tu hueso.,Qampa tulluykita rayos X (equistam)wan qhawachiyta munanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
Examinaré la radiografía y te diré lo que veo.,"Ñuqam qhawakusaq chay rayos X-ta, qhawasqayta nisqayki.",4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
El hueso está roto aquí.,Tulluykim kaypi pakisqa kachkan.,0,GESTION_SALUD_GENERAL,dialogo medico,informal,diagnostico
El hueso no está roto aquí.,Tulluykim kaypi mana pakisqachu.,0,GESTION_SALUD_GENERAL,dialogo medico,informal,diagnostico
Necesitas un yeso para ayudar a que el hueso sane.,Tulluykita allinchananpaq yesuta churayta munanki.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
No te quites el yeso.,Ama chay yesuta kuyuchinkichu.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
No mojes el yeso.,Ama chay yesuta qochichinkichu.,1,DOLOR_LOCALIZADO,dialogo medico,informal,tratamiento
Necesitas una férula para ayudar a que la lesión sane.,Qanmi huk tablillata munanki hiridaykita yanapananpaq allinchakunampaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
Puedes quitarte la férula para limpiarte.,Qanmi urquykuyta atinki chay tablillata mayninaykipaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
La férula debe volver a colocarse después de que te limpies.,Chay tablillata kutichiyta tiyan mayninaykimanta qhipa.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
Necesitas una placa metálica y tornillos para ayudar a que tu hueso sane.,Qanmi huk metal placata tornillokunawan munanki tulluykita yanapananpaq allinchakunampaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
Necesitamos llevarte a la sala de operaciones para realizar una cirugía.,Ñuqayku qamta apasayku operacion cuartuman qallpachinanpaq.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,tratamiento
Su hijo(a) está enfermo(a).,Wawaykim unqusqa kachkan.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
Su hijo(a) está lastimado(a).,Wawaykim hirisqam kachkan.,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
Necesitamos cuidar a su hijo(a).,Ñuqaykum qawanayku wawaykita.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,salud materno-infantil
Necesita permitirnos que su hijo(a) se quede por hoy.,Qanmi saqiyku wawaykita kaypi kay punchawlla ñuqaykuman.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,salud materno-infantil
Necesita permitirnos que su hijo(a) se quede aquí.,Qanmi saqiwankiku wawaykita kaypi ñuqaykuman.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,salud materno-infantil
Puede quedarse con su hijo(a).,Qanmi wawaykiwan kanki kaypi.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,salud materno-infantil
Permítanos examinar a su hijo(a) en privado.,Ñuqaykuman saqiy wawaykita allinta qawaykunaykupaq.,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
Su hijo(a) mejorará pronto.,Wawaykim utqaymanta allinchakunqa.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
Este medicamento ayudará a su hijo(a).,Kay hampi wawaykita yanapanqa.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) comió hoy?,Wawaykichu mikurqa kay punchawpi?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) comió ayer?,Wawaykichu mikurqa qayna punchawpi?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) ha orinado hoy?,Wawaykicha ispakurqa kay punchawpi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) ha hecho deposición hoy?,Wawaykicha wiksanmanta evakuarqa kay punchawpi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) hizo deposición ayer?,Wawaykicha wiksanmanta evakuarqa qayna punchawpi?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) ha tenido diarrea?,Wawaykichu qechawan karqa?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,salud materno-infantil
¿Su hijo(a) ha estado vomitando?,Wawaykichu weqowan karqa?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,salud materno-infantil
Su hijo(a) parece saludable.,Wawaykim allin rikurinqa kachkan.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,salud materno-infantil
Su hijo(a) estará bien.,Wawaykim allin kachkanqa.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
Su hijo(a) estará enfermo(a) por mucho tiempo.,Wawaykika unqusqa kanqa llumpayman.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
"Esta enfermedad pasará lentamente, pero la salud de su hijo(a) volverá completamente.","Kay unqunaq allillamanta ripunqa, qinaptinqa wawaykipa qallilinqa kutimunqam tukupayninkama.",5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,salud materno-infantil
Déle al niño(a) pequeñas porciones cada pocas horas.,Wawaykita pisillapi mikuchiy aswan kutillapi.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
Ayude a su hijo(a) a beber esto cada pocas horas.,Wawaykita yanapay pisi upyananpaq aswan kutillapi.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
Déle este medicamento a su hijo(a) cada cuatro horas.,Wawaykiman ququy kay qampita sapa tawa huranmanta.,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
Deje que su hijo(a) duerma.,Wawaykita saqiy puñukunanta.,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,salud materno-infantil
Usted necesita dormir tanto como el niño(a).,Qanmi puñuwaq chay wawayki qinakama.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,salud materno-infantil
Traiga a su hijo(a) de regreso aquí mañana.,Qanmi kutichimunki paqarin wawaykita kayman.,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,seguimiento
Traiga a su hijo(a) de regreso si no hay mejoría hasta mañana.,Qanmi kutichimunki paqarin wawaykita sichus mana allinllaniptin.,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,seguimiento
Continuaremos haciendo seguimiento a la salud de su hijo(a) junto con usted.,Ñuqanchikmi qatisunchik qanwanpuni wawaykipa allinllanantam.,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,seguimiento
Abre los ojos.,Kichay ñawikikunata,1,DOLOR_LOCALIZADO,respuesta breve,informal,sintomas
Cierra los ojos.,Wichqay ñawikikunata.,1,DOLOR_LOCALIZADO,respuesta breve,informal,sintomas
¿Te duelen los ojos?,ñawikichum nanachkan?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Usas lentes correctivos?,Qamchukanki anteojusman qawakuy?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Usas lentes de contacto?,Qamchu kanki contact lente wan qawakuy?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Ves claramente con ambos ojos?,Sumaqtachum qawakunki iskaynin ñawiykikunawan?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Cuál ojo tiene un nuevo problema?,Mayqin ñawikitaq qallaykun problemwan?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿Ves mis dedos?,Qawachkankichu lliw deduykunata?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Se ven claros?,Allintachu rikukun?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Cuántos dedos ves ahora?,Qayka dedukunatam qawachkanki kunanqa?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
Voy a mirar dentro de tus ojos con esto.,Ñuqam qawasq kaywan ñawikikupa ukunta.,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,sintomas
Mantén tu cabeza quieta.,Umaykita amam muyunachu.,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿Para que viniste señora?,¿Imamanmy hamushanqui sipas?,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,sintomas
yo vine porque me duele la cabeza,Noqa Hamushani umay nanawaqtin,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,respuesta breve,informal,sintomas
¿Imayki nanasunki taytay?,Que te duele señor,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
A mi me duele la pierna,Noqata nanawan chakay,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,respuesta breve,informal,sintomas
Dede cuando estas enfermo,¿Hayk'akmanta pachaq onq'oska kashanki?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
Yo estoy mal hace dos dias,Noqa kashani onq'oska iskay punchayña,1,DOLOR_LOCALIZADO,respuesta breve,informal,sintomas
¿que le duela a tu hijo?,¿Imanmy nanashan wawayki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,salud materno-infantil
A mi hijo le duele su barriga,Wawaypa nanashan wiksan,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,respuesta breve,informal,salud materno-infantil
¿De que empezo tu enfermedad?,¿Imamanta kallarin onq'oynin?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
"¿como te duele poco, mucho, leve?","¿Imaynatan nanashan pisitachu, ashkatachu, nishutachu?",3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Que cosa aumenta tu dolor?,¿Iman yapasunki nanayta?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,sintomas
¿Te duele la cabeza?,¿Umayki nanan?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿Orinas bien en la mañana?,¿Hispashankichu allinta tutamanta?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿Duermes bien?,¿Allytachu puñunky?,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
¿cuando toces te duele la espalda?,¿uhuqtiyki nananchu wasayki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿cuando caminas tu pecho te agita?,¿purijtiyki kasqoyki matisunkichu?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿te marea la cabeza?,¿umaykichu muyun?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
no pongas duro el estomago,wicsaykita ama kuyuchiychu,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
me duele la boca cuando abro,simiymi nanan kichaqtiy,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,respuesta breve,informal,sintomas
¿tienes apetito?,¿yarkay hapisunkichu?,0,GESTION_SALUD_GENERAL,dialogo medico,informal,sintomas
¿tienes asco a la comida?,¿millankunkichu mikhunata?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,sintomas
"¿No quieres comer, desde cuando?",¿mana mikhuita munanqichu hayk'acmanta?,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,sintomas
¿cuando orinas te arde?,¿Hispaqtiyki K'arasunkichu?,1,DOLOR_LOCALIZADO,dialogo medico,informal,sintomas
¿tu orina apesta o es amarillo?,¿Hispayniki asnachu o kelluchu?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿en tu orina has visto sangre?,¿Hispaynikipi yawarta rikurankichu?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿le viene sangre todos los meses?,¿yawarniki hamun supa killachu?,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,sintomas
"¿le baja poca o mucha, de dia o de noche?",¿hamun pisichu o askachu tutachu o punchaychu?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
¿desde cuando arrastra su pierna?,¿Hayk'akmanta chaquiykita aysanki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
dele de mamar a su hijo cada tres horas,wawayquita ñuñunky sapa kinsa hora,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,salud materno-infantil
ahora que tiene diarrea dele muchos liquidos,kunan kechawan kashan ashkata unuta qonayki,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,tratamiento
mañana vienes en ayunas,pakarin hamunki ama mikhuspa,1,DOLOR_LOCALIZADO,dialogo medico,informal,seguimiento
trae tu orina en este frasco,kay frascopi hispasnikita apamunki,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,diagnostico
Trae tus heces,Akaykita apamunki,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
te vamos a sacar sangre,yawarta orqosunki,4,RESPIRATORIO_CARDIACO_URGENCIA,dialogo medico,informal,diagnostico
Tienes que traer a dos personas que te den sangre,Apamunayki iskay runata yawar qunasunquipa,1,DOLOR_LOCALIZADO,dialogo medico,informal,diagnostico
¿como esta tu pie?,¿Imaynan kashan chakayki?,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
¿como esta tu herida?,¿imaynan kashan kiriyki?,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,sintomas
No te agarres tu herida,Ama japiqunkichu kiriykita,1,DOLOR_LOCALIZADO,dialogo medico,informal,tratamiento
toma este medicamento dos veces al dia,kay hampita millpunki iskallata punchaypi,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
toma este medicamento a las nueve de la noche,kay hampita millpunki pusaq horatutata,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
toma este medicamento con bastante agua,kay hampita millpunki ashka unupi,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
toma este medicamento despues de cada comida,kay hampita millpunki sapa mikhuna qepata,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
come tu comida a tu hora,mikhunata mikhunki horasnikipi,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,prevencion
Dame tu mano izquierda,lloq'e makiykita apamuy,5,INSTRUCCIONES_MEDICACION_DOSIS,dialogo medico,informal,sintomas
no te emborraches mucho,ama nishuta machankichu,1,DOLOR_LOCALIZADO,dialogo medico,informal,prevencion
no te hagas pasar frio,ama nishuta chirichikunqichu,1,DOLOR_LOCALIZADO,dialogo medico,informal,prevencion
Avisa si te duele algo,willaykunki imayqipas nanaq,3,SINTOMAS_INFECCIOSOS_SISTEMICOS,dialogo medico,informal,sintomas
toma todo tu medicamento,tuqunayki llipin hampikita,2,PROCEDIMIENTOS_DIAGNOSTICOS,dialogo medico,informal,tratamiento
tu pierna esta rota,chakayqi pakisqa kashan,6,DOLOR_PECHO_RESPIRATORIO,dialogo medico,informal,diagnostico
