espanol,quechua_texto,tema_clean,tipo_habla_clean,nivel_formalidad,formal_bin,n_tokens_esp,len_esp,len_que
"Doctor, ¿qué tan grave es mi condición realmente?","Doktur, imaynatan kashan unquyniyqa, ancha chanikuychu?",DIAGNOSTICO,paciente,formal,1,8,49,55
¿Puedo hacer ejercicio o debo guardar reposo absoluto?,Ejerciciota ruwasaqchu utaq llapan samaypi kakunaychu?,TRATAMIENTO,paciente,formal,1,8,54,54
¿Este problema puede volverse crónico o se cura completamente?,Kay sasachakuyqa unay unaypaqchu tukukunman utaq allintachu hampikun?,DIAGNOSTICO,paciente,formal,1,9,62,69
"Doctor, ¿hay alguna forma de prevenir que esto vuelva a pasar?","Doktur, kanchu imayna mana kutimunanpaq kayqa?",DIAGNOSTICO,paciente,formal,1,11,62,46
¿Necesito hacerme más análisis o exámenes complementarios?,Astawan análisis utaq qhawaykuna ruwanaypaqchu kani?,DIAGNOSTICO,paciente,formal,1,7,58,52
¿Puedo viajar a la sierra con este problema que tengo?,Kay unquywanqa sierraman risaqchu?,COND_ESPECIALIZADA,paciente,formal,1,10,54,34
"Doctor, ¿cuánto va a costar todo el tratamiento aproximadamente?","Doktur, llapan hampiyqa hayk’a qullqichu kanqa?",COND_ESPECIALIZADA,paciente,formal,1,9,64,47
¿Hay algún remedio casero que pueda usar como complemento?,Kanachu wasipi ruwasqa hampi yanapananpaq?,TRATAMIENTO,paciente,formal,1,9,58,42
¿Debo cambiar algo en mi estilo de vida?,Kawsayniypi imatapas tikranaychu?,COND_ESPECIALIZADA,paciente,formal,1,8,40,33
"Doctor, ¿esto afectará mi capacidad de tener hijos en el futuro?","Doktur, kayqa wawata hap’iy atiyniyta hamuq p’unchaykunapi hark’anmanchu?",DIAGNOSTICO,paciente,formal,1,11,64,73
¿Puedo combinar este medicamento con mis otras pastillas?,Kay hampita wakin pastillaykunawan kuskachaspa upyayta atiniychu?,TRATAMIENTO,paciente,formal,1,8,57,65
¿Qué debo hacer si los síntomas empeoran en casa?,Wasipi kashaspa ashwanta nanariptinqa imatan ruwanay?,COND_ESPECIALIZADA,paciente,formal,1,9,49,53
"Doctor, ¿necesito que alguien me cuide en casa?","Doktur, wasipi pipas qhawawananchu?",COND_ESPECIALIZADA,paciente,formal,1,8,47,35
"Según sus síntomas, usted tiene una infección respiratoria aguda","Unquyniykikunamantaqa, qanqa sinchi samay ñanpi infecciónniyuqmi kanki.",DIAGNOSTICO,medico,formal,1,9,64,71
Los resultados indican que tiene los niveles de azúcar muy elevados,Resultadosqa rikuchkanmi yawarniykipi asukarniyqa ancha wicharisqa kasqanta.,DIAGNOSTICO,medico,formal,1,11,67,76
Su presión arterial está muy alta y necesitamos controlarla urgentemente,"Yawar ñit’iyniykiqa ancha wichaypi kashan, utqaylla controlananchikmi.",DIAGNOSTICO,medico,formal,1,10,72,70
Tiene una gastritis severa que requiere tratamiento inmediato,"Sinchi wiksa q’uchu unquywanmi kanki, utqaylla hampinanchikmi.",DIAGNOSTICO,medico,formal,1,8,61,62
Los análisis muestran que tiene anemia y necesita suplementos de hierro,"Análisisqa rikuchkanmi anemiawan kasqaykita, fierro hampikuna necesitanki.",DIAGNOSTICO,medico,formal,1,11,71,74
Usted presenta signos de una infección urinaria que debe tratarse,Ismutay ñanpi infección señalkunata rikuchkanki.,DIAGNOSTICO,medico,formal,1,10,65,48
Su dolor de cabeza parece ser de tipo tensional por estrés,Umananaykiqa estrésmanta hina kashan.,DIAGNOSTICO,medico,formal,1,11,58,37
Tiene una inflamación en las articulaciones compatible con artritis,Tulluy tinkunakunapi p’unkayqa artritisman rikch’akun.,DIAGNOSTICO,medico,formal,1,9,67,54
Los síntomas indican que podría tener cálculos en la vesícula,Vesículaykipi rumi hina rumikuna kanman.,DIAGNOSTICO,medico,formal,1,10,61,40
Usted tiene una bronquitis que requiere antibióticos y reposo,"Bronquitisniyuqmi kanki, antibiótico hampiwan samaywanmi alliyanki.",DIAGNOSTICO,medico,formal,1,9,61,67
Su nivel de colesterol está muy elevado y debemos bajarlo,Colesterolniykiqa ancha wicharisqa kashan.,DIAGNOSTICO,medico,formal,1,10,57,42
Tiene una dermatitis alérgica causada por contacto con alguna sustancia,Alergia qara unquywanmi kanki.,DIAGNOSTICO,medico,formal,1,10,71,30
Los resultados sugieren que tiene problemas de tiroides,Tiroides glandulaykipi sasachakuy kan.,DIAGNOSTICO,medico,formal,1,8,55,38
Usted presenta signos de deshidratación severa por la diarrea,Q’echa unquymanta ancha ch’akiywanmi kanki.,DIAGNOSTICO,medico,formal,1,9,61,43
Tiene una contractura muscular en la espalda que causa el dolor,Wasapi aycha sinchi churakusqa kashan.,DIAGNOSTICO,medico,formal,1,11,63,38
Sus síntomas son compatibles con un cuadro de migraña crónica,Unay uman unquywanmi kanki.,DIAGNOSTICO,medico,formal,1,10,61,27
Usted tiene una infección en la garganta causada por bacterias,Kunkaykipi bacteria infecciónniyuqmi kanki.,DIAGNOSTICO,medico,formal,1,10,62,43
Los estudios muestran que tiene un problema en el hígado,Hígadoniypi sasachakuy kan.,DIAGNOSTICO,medico,formal,1,10,56,27
Tiene una inflamación en el estómago por exceso de ácido,Wiksaykipi ácido rayku p’unkay kan.,DIAGNOSTICO,medico,formal,1,10,56,35
Su corazón está funcionando con un ritmo irregular que debemos corregir,Sonqoyki mana kuska takishan.,DIAGNOSTICO,medico,formal,1,11,71,29
Debe tomar este medicamento cada ocho horas durante siete días completos,"Kay hampita sapa pusaq horapi, qanchis p’unchaykama upyay.",TRATAMIENTO,medico,formal,1,11,72,58
Es importante que tome las pastillas con alimentos para proteger su estómago,Mikhunawan kuska upyay.,TRATAMIENTO,medico,formal,1,12,76,23
Necesita guardar reposo absoluto en cama durante al menos tres días,Kimsa p’unchay cama samaypi kakuy.,TRATAMIENTO,medico,formal,1,11,67,34
"Debe beber abundante agua, por lo menos dos litros diarios",Sapa p’unchay achka unuta upyay.,TRATAMIENTO,medico,formal,1,10,58,32
Le voy a recetar un antibiótico que debe completar aunque se sienta mejor,Alliyaspapas antibióticota tukuchanaykikama upyay.,TRATAMIENTO,medico,formal,1,13,73,50
Necesita aplicarse compresas de agua tibia en la zona afectada,Q’uñi unu llamp’uta churay nanayman.,TRATAMIENTO,medico,formal,1,10,62,36
"Debe evitar comidas grasosas, picantes y condimentadas por completo","Wira, k’allu mikhunata ama mikhuychu.",TRATAMIENTO,medico,formal,1,9,67,37
Es fundamental que regrese en una semana para evaluar su progreso,Huk semanaman kutimuy.,SEGUIMIENTO,medico,formal,1,11,65,22
Debe tomar este jarabe tres veces al día antes de cada comida,Jarabeta kimsa kuti p’unchaypi upyay.,TRATAMIENTO,medico,formal,1,12,61,37
Necesita hacerse estos análisis de sangre lo más pronto posible,Utqaylla yawar análisis ruwachikuy.,DIAGNOSTICO,medico,formal,1,10,63,35
Debe suspender inmediatamente el consumo de alcohol y tabaco,Suspenda alcohol y tabaco,TRATAMIENTO,medico,formal,1,9,60,25
Le recomiendo que use esta pomada dos veces al día sobre la piel limpia,Pomadata iskay kuti p’unchaypi churay.,TRATAMIENTO,medico,formal,1,14,71,38
Necesita elevar la pierna y mantenerla en reposo con hielo,Chakita wichaypi churay hinaspa rit’ita churay.,TRATAMIENTO,medico,formal,1,10,58,47
Debe comer alimentos ricos en fibra y aumentar el consumo de frutas,"Fibra, rurukunata astawan mikhuy.",TRATAMIENTO,medico,formal,1,12,67,33
Es necesario que se inyecte esta ampolla intramuscular cada día,Kay ampollata sapa p’unchay inyectachikuy.,TRATAMIENTO,medico,formal,1,10,63,42
"Señor, debe controlar su presión todas las mañanas y llevar un registro","Wiraqocha, sapa paqarinmi yawarniykita qhawanayki, registrotataq apanayki.",SEGUIMIENTO,medico,formal,1,12,71,74
"Doctor, tengo mucha tos y me duele el pecho","Doktur, sinchitan uhu hapiwan qasqoita nanawan.",COND_ESPECIALIZADA,paciente,formal,1,9,43,47
"Señora, le voy a dar una dieta especial que debe seguir estrictamente","Señora, huk dieta especialta qosqayki, chaytan allinta qatikunayki.",TRATAMIENTO,medico,formal,1,12,69,67
"Doctor, me siento muy débil y sin energía","Doktur, ancha pisi kallpayoqmi tariquni, manataqmi valorniy kanchu.",COND_ESPECIALIZADA,paciente,formal,1,8,41,67
"Señor, necesita inhalar este medicamento cada cuatro horas para respirar mejor","Wiraqocha, kay hampitan muchkinayki sapa tawa horasmantam samanayki, samainiyki allim k'anampaq",TRATAMIENTO,medico,formal,1,11,78,95
"Doctor, me salieron ronchas en todo el cuerpo","Doktur, tukuy cuerpoypin colmenas onqoyniyoq kani.",COND_ESPECIALIZADA,paciente,formal,1,8,45,50
"Señora, debe evitar el sol","Señora, intimanta paqanunayki",TRATAMIENTO,medico,formal,1,5,26,29
"Doctor, tengo fiebre desde hace tres días","Doktur, kimsa punchawñam fiebrewan kachkani.",COND_ESPECIALIZADA,paciente,formal,1,7,41,44
"Señor, es importante que venga a sus controles mensuales sin falta","Wiraqocha, allinmi sapa killa citaikiman mana pantaspa hamunayki.",SEGUIMIENTO,medico,formal,1,11,66,65
"Doctor, me duele la cabeza todo el tiempo","Doktur, umayqa sapa kutim nanawan.",SINTOMAS,paciente,formal,1,8,41,34
"Señora, debe tomar este medicamento en ayunas con un vaso lleno de agua","Señora, kay hampitaqa ch’usaq wiksallapi huk hunt’a vasopi unuwan ujanayki.",TRATAMIENTO,medico,formal,1,13,71,75
"Doctor, no puedo dormir bien por las noches","Doktur, tuta manam allintachu puñuyta atini.",COND_ESPECIALIZADA,paciente,formal,1,8,43,44
"Señor, necesita descansar el cuello por varios días","Wiracocha, askha p’unchay kunkaykita samachinayki.",TRATAMIENTO,medico,formal,1,8,51,50
"Doctor, me duele mucho la espalda baja","Doktur, wasaypa urayninmi anchata nanawan.",SINTOMAS,paciente,formal,1,7,38,42
"Señora, debe lavar la herida con agua y jabón tres veces al día","Señora, maillinaiki kimsa qutita k'irita jabonwan y unuwan",TRATAMIENTO,medico,formal,1,13,63,58
"Doctor, tengo ganas de vomitar","Doktur, noqa munani aqtuyokuyta",COND_ESPECIALIZADA,paciente,formal,1,5,30,31
"Señor, es importante que complete todo el tratamiento","Wiracocha, allim llapan hampiyta tukunayki",TRATAMIENTO,medico,formal,1,8,53,42
"Doctor, me cuesta respirar cuando camino","Doktur, purispay samayniy sasachakuni.",COND_ESPECIALIZADA,paciente,formal,1,6,40,38
"Señora, debe evitar hacer esfuerzos físicos o levantar cosas pesadas","Señora, ama kallpachakunaykichu nitaq llasa kaqkunata hoqarinaykichu.",TRATAMIENTO,medico,formal,1,10,68,69
"Doctor, tengo hinchados los pies y las manos","Doktur, chakiykuna y makiykuna punkisqa.",COND_ESPECIALIZADA,paciente,formal,1,8,44,40
"Señor, vamos a necesitar una radiografía para ver sus pulmones","Wiracocha, necesitani radiografíata pulmonniyki qhawanapaq.",DIAGNOSTICO,medico,formal,1,10,62,59
"Doctor, me duele mucho al orinar","Doktur, hispaqtiy nishuta nanawan.",COND_ESPECIALIZADA,paciente,formal,1,6,32,34
"Señora, le voy a pedir análisis completos de sangre y orina","Señora, mañasaiki analisis  yawarmanta y hispaimanta.",DIAGNOSTICO,medico,formal,1,11,59,53
"Doctor, tengo mucha comezón en la piel","Doktur, qaraypim anchata secsewan.",COND_ESPECIALIZADA,paciente,formal,1,7,38,34
"Señor, necesitamos hacerle un ultrasonido de abdomen para revisar sus órganos","Señor, wiksamanta ultrasonidota ruwananchismi órganoykikunata qhawarinapaq.",DIAGNOSTICO,medico,formal,1,11,77,75
"Doctor, me siento mareado cuando me levanto","Doktur, sayarispaymi umay muyukun.",COND_ESPECIALIZADA,paciente,formal,1,7,43,34
"Señora, voy a medirle la temperatura","Señora, temperaturata tupusaq.",DIAGNOSTICO,medico,formal,1,6,36,30
"Doctor, tengo un bulto en el cuello que me preocupa","Doktur, kunkaypi huk k'ompo kachkan llakichiwan.",DIAGNOSTICO,paciente,formal,1,10,51,48
"Señor, le voy a examinar la garganta con este instrumento","Señor, kay instrumentowanmi kunkaykita qhawarisaq.",DIAGNOSTICO,medico,formal,1,10,57,50
"Doctor, me duele el estómago después de comer","Doktur, mikusqaymanta wiksa nanawan.",COND_ESPECIALIZADA,paciente,formal,1,8,45,36
"Señora, necesitamos hacerle un examen del corazón para ver cómo está","Señora, necesitanni examenta ruwayta imaiynas sonqoyki kashan",DIAGNOSTICO,medico,formal,1,11,68,61
"Doctor, tengo mucho ardor en el pecho","Doktur, nishutan q'aran q'asqoypi.",COND_ESPECIALIZADA,paciente,formal,1,7,37,34
"Señor, voy a tocar su abdomen para detectar cualquier inflamación","Señor, wiksaykita sientesaq ima punkipas kananmanta qhawanaypaq.",DIAGNOSTICO,medico,formal,1,10,65,64
"Doctor, me sangra la nariz seguido","Doktur, sapa kutim yawar senkaymanta lluqsimun.",COND_ESPECIALIZADA,paciente,formal,1,6,34,47
"Señora, le voy a escuchar los pulmones con el estetoscopio","Señora, estetoscopiowanmi pulmonniykita uyarisaq.",DIAGNOSTICO,medico,formal,1,10,58,49
"Doctor, tengo diarrea hace una semana","Doktur, huk semanañan q'echa onqoywan kashani.",COND_ESPECIALIZADA,paciente,formal,1,6,37,46
"Señor, necesitamos una muestra de flema para analizarla en el laboratorio","Señor, necesitanchismi muestra de flema nisqa analisis de laboratorio nisqapaq.",DIAGNOSTICO,medico,formal,1,11,73,79
"Doctor, me duelen mucho las articulaciones","Doktur, articulacionkunam anchata nanawan.",SINTOMAS,paciente,formal,1,6,42,42
"Señora, voy a revisar su ojo","Señora, ñawiykita qawasaq",DIAGNOSTICO,medico,formal,1,6,28,25
"Doctor, tengo mucha sed todo el día","Doktur, noqata ch'aqiwan  kunan unchay nishuta",COND_ESPECIALIZADA,paciente,formal,1,7,35,46
"Señor, le voy a sacar una muestra de sangre del dedo para medir su azúcar","Señor, dedoykimanta yawarta hurqusaq azúcarniyki tupunaypaq.",DIAGNOSTICO,medico,formal,1,15,73,60
"Doctor, me siento muy ansioso últimamente","Doktur, kay watakunapim anchata llakikuni.",COND_ESPECIALIZADA,paciente,formal,1,6,41,42
"Señora, necesito hacerle un examen de estómago por dentro","Señora, wiksayki ukhunta qhawarinayku .",DIAGNOSTICO,medico,formal,1,9,57,39
"Doctor, me zumban los oídos constantemente","Doktur, rinriyqa sapa kutim wanwan.",SINTOMAS,paciente,formal,1,6,42,35
"Señora, voy a examinar sus oídos con el instrumento","Señora, chay instrumentowanmi rinriykita qawasaq.",DIAGNOSTICO,medico,formal,1,9,51,49
"Doctor, me duele el pecho cuando hago ejercicio","Doktur, ejercishuta ruwaqtiy qhasqu nanawan.",SINTOMAS,paciente,formal,1,8,47,44
"Señora, respire profundo mientras escucho su espalda","Señora, wasaikita uyarisaq samay profunduta.",DIAGNOSTICO,medico,formal,1,7,52,44
"Doctor, me canso mucho al subir las escaleras","Doktur, escaleraman seqaspay  sayk’uni.",COND_ESPECIALIZADA,paciente,formal,1,8,45,39
"Señor, necesitamos hacerle una prueba de estrés para revisar su corazón","Wiraqocha, prueba de estrés nisqatan qawanayku sonqoykita qhawarinaykupaq.",DIAGNOSTICO,medico,formal,1,11,71,74
"Señora, debe venir en dos semanas para ver cómo va","Señora, iskay semanamantam haykumunayki qawachikunaykipaq saludniyquita",SEGUIMIENTO,medico,formal,1,10,50,71
¿Tiene fiebre?,¿Ruphayuqchu kanki?,SINTOMAS,dialogo_medico,formal,1,2,14,19
Me duele la cabeza,Umay nanan,SINTOMAS,dialogo_medico,formal,1,4,18,10
Tengo tos,Uqhaywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,9,15
¿Es alérgico?,¿Alergiyayuqchu kanki?,DIAGNOSTICO,dialogo_medico,formal,1,2,13,22
Tome esta pastilla,Kay pastillata upyay,TRATAMIENTO,instruccion,formal,1,3,18,20
Vuelva mañana,Paqarin kutimuy,SEGUIMIENTO,instruccion,formal,1,2,13,15
¿Ha comido?,¿Mikhurankichu?,SINTOMAS,dialogo_medico,formal,1,2,11,15
Me mareo,Muyuywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,8,15
Es una gripe,Gripe-mi,DIAGNOSTICO,dialogo_medico,formal,1,3,12,8
Repose en casa,Wasipi samay,TRATAMIENTO,instruccion,formal,1,3,14,12
¿Le duele aquí?,¿Kaypi nananchu?,SINTOMAS,dialogo_medico,formal,1,3,15,16
Tengo náuseas,Millanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,13,18
Beba agua,Yakuta upyay,TRATAMIENTO,instruccion,formal,1,2,9,12
¿Fuma?,¿Sigarruta apankichu?,PREVENCION,dialogo_medico,formal,1,1,6,21
Es grave,Sinchi-mi,DIAGNOSTICO,dialogo_medico,formal,1,2,8,9
Me duele el pecho,Sunquy nanan,SINTOMAS,dialogo_medico,formal,1,4,17,12
Tome el jarabe,Kay jarabeta upyay,TRATAMIENTO,instruccion,formal,1,3,14,18
¿Está embarazada?,¿Wawayuqchu kanki?,DIAGNOSTICO,dialogo_medico,formal,1,2,17,18
No coma grasa,Wirata ama mikhuychu,TRATAMIENTO,instruccion,formal,1,3,13,20
Tengo diarrea,Q'echuywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,13,17
¿Ha dormido bien?,¿Allin puñurankichu?,SINTOMAS,dialogo_medico,formal,1,3,17,20
Es leve,Pisillam,DIAGNOSTICO,dialogo_medico,formal,1,2,7,8
Póngase la vacuna,Kay vacunata churakuy,PREVENCION,instruccion,formal,1,3,17,21
Me pica la piel,Qaraymi k'itiywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,15,24
Venga con resultados,Resultadokunawan hamuy,SEGUIMIENTO,instruccion,formal,1,3,20,22
¿Tiene diabetes?,¿Diabetesniyuqchu kanki?,DIAGNOSTICO,dialogo_medico,formal,1,2,16,24
Tengo frío,Chiriywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,10,16
Lávese las manos,Makiykikunata mayllakuy,PREVENCION,instruccion,formal,1,3,16,23
¿Cuántos años tiene?,¿Hayka watayuq kanki?,DIAGNOSTICO,dialogo_medico,formal,1,3,20,21
Es contagioso,Rikhuchikuqmi,DIAGNOSTICO,dialogo_medico,formal,1,2,13,13
No tome alcohol,Alkoholta ama upyaychu,TRATAMIENTO,instruccion,formal,1,3,15,22
Me duele la garganta,Kunkay nanan,SINTOMAS,dialogo_medico,formal,1,4,20,12
Use mascarilla,Mascarillata churay,PREVENCION,instruccion,formal,1,2,14,19
¿Es la primera vez?,¿Kayqa ñawpaq kutichu?,DIAGNOSTICO,dialogo_medico,formal,1,4,19,22
Tengo sueño,Puñunaywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,11,17
Acuéstese aquí,Kaypi siriy,DIAGNOSTICO,instruccion,formal,1,2,14,11
Es normal,Allinmi,DIAGNOSTICO,dialogo_medico,formal,1,2,9,7
Tengo calor,Ruphaywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,11,16
Pase adelante,Ñawpaqman yaykuy,DIAGNOSTICO,instruccion,formal,1,2,13,16
¿Toma medicinas?,¿Hampikunata upyankichu?,TRATAMIENTO,dialogo_medico,formal,1,2,16,24
Me duele el estómago,Wiksay nanan,SINTOMAS,dialogo_medico,formal,1,4,20,12
Respire profundo,Hatun samiyta samay,DIAGNOSTICO,instruccion,formal,1,2,16,19
Es una infección,Infeksyonmi,DIAGNOSTICO,dialogo_medico,formal,1,3,16,11
Tengo comezón,K'itiywanmi kani,SINTOMAS,dialogo_medico,formal,1,2,13,16
Quédese en casa,Wasipi qhipakuy,TRATAMIENTO,instruccion,formal,1,3,15,15
¿Tiene seguro?,¿Seguruyuqchu kanki?,DIAGNOSTICO,dialogo_medico,formal,1,2,14,20
Abra la boca,Simita kichay,DIAGNOSTICO,instruccion,formal,1,3,12,13
Me siento débil,Pisi kallpayuqmi kani,SINTOMAS,dialogo_medico,formal,1,3,15,21
Espere aquí,Kaypi suyay,DIAGNOSTICO,instruccion,formal,1,2,11,11
Gracias doctor,Añay doctor,DIAGNOSTICO,dialogo_medico,formal,1,2,14,11
¿Te operaron?,¿Operarasurqankichu?,COND_ESPECIALIZADA,pregunta,formal,1,2,13,20
Mi cara está hinchada,Uyyay punthisqa kashan,SINTOMAS,descriptivo,formal,1,4,21,22
Toma agua de muña.,Muña unuta ukyay,COND_ESPECIALIZADA,instruccion,formal,1,4,18,16
Tengo un bulto en el cuello,Kunkaypi ch'upu kashan,SINTOMAS,descriptivo,formal,1,6,27,22
¿Sientes el sabor?,¿Misk'ita malliykunkichu?,SINTOMAS,pregunta,formal,1,3,18,25
Me duelen los riñones,Rurunykuna nanawan,SINTOMAS,descriptivo,formal,1,4,21,18
Camina despacio,Allillamanta puriy,COND_ESPECIALIZADA,instruccion,formal,1,2,15,18
Su barriga está dura,Wijsan k'ullu kashan,MATERNO_INFANTIL,descriptivo,formal,1,4,20,20
¿Sangra tu nariz?,¿Senqayki yawarhamunchu?,SINTOMAS,pregunta,formal,1,3,17,24
Me pican los ojos,Ñawiy siqiwan,SINTOMAS,descriptivo,formal,1,4,17,13
Descansa en lo oscuro,Laq'ayaypi samay,TRATAMIENTO,instruccion,formal,1,4,21,16
Me duele al tragar,Millp'uptiy nanawan,SINTOMAS,descriptivo,formal,1,4,18,19
¿Tomaste algún mate?,¿Mateta ukyarqankichu?,DIAGNOSTICO,pregunta,formal,1,3,20,22
Mis manos hormiguean,Makiy susunwayan,SINTOMAS,descriptivo,formal,1,3,20,16
No comas sal,Ama kachita mikhuychu,TRATAMIENTO,instruccion,formal,1,3,12,21
¿Tu herida tiene pus?,¿K'iriyki q'iyayuqchu?,SINTOMAS,pregunta,formal,1,4,21,22
Me golpeé la cintura,Weqawniyta p'anqakurquni,URGENCIAS,descriptivo,formal,1,4,20,24
Toma esto cada mañana,Sapa paqarin kayta ukyay,TRATAMIENTO,instruccion,formal,1,4,21,24
¿Zumban tus oídos?,¿Ninriyki rururunniku?,SINTOMAS,pregunta,formal,1,3,18,22
Veo borroso,Laq'ayata rikhuni,SINTOMAS,descriptivo,formal,1,2,11,17
Sécate bien,Allinta ch'akichikuy,PREVENCION,instruccion,formal,1,2,11,20
¿Quieres comer?,¿Mikhuyta munankichu?,SINTOMAS,pregunta,formal,1,2,15,21
Me duele el talón,Tayquymi nanawan,SINTOMAS,descriptivo,formal,1,4,17,16
Tápate bien,Allinta q'uñichikuy,PREVENCION,instruccion,formal,1,2,11,19
¿Orina oscura?,¿Hisp'ayniyki yanachu?,SINTOMAS,pregunta,formal,1,2,14,22
Me falta aire,Samayniy pisiwan,SINTOMAS,descriptivo,formal,1,3,13,16
Ponte esta pomada,Kay llunp'ita churakuy,TRATAMIENTO,instruccion,formal,1,3,17,22
¿Pies fríos?,¿Chakiyki chirishasunki?,SINTOMAS,pregunta,formal,1,2,12,24
Me duele la espalda baja,Wasa urayniy nanawan,SINTOMAS,descriptivo,formal,1,5,24,20
Come más quinua,Kinwata mikhuy,PREVENCION,instruccion,formal,1,3,15,14
Todo da vueltas,Tukuy muyun,SINTOMAS,descriptivo,formal,1,3,15,11
Lava tu herida,K'iriykita maylliy,TRATAMIENTO,instruccion,formal,1,3,14,18
¿Pecho silba?,¿Qhasquyki khuyuqchu?,SINTOMAS,pregunta,formal,1,2,13,21
No muevo mi brazo,Marq'ayta mana kuyuchinichu,COND_ESPECIALIZADA,descriptivo,formal,1,4,17,27
Toma esto antes de dormir,Manaraq puñushaspa ukyay,TRATAMIENTO,instruccion,formal,1,5,25,24
¿Tienes granos?,¿Ch'upuyki kanchu?,SINTOMAS,pregunta,formal,1,2,15,18
Duele al respirar,Samaptiy nanawan,SINTOMAS,descriptivo,formal,1,3,17,16
¿Cuándo fuiste al baño?,¿Hayk'aq ispaykunki?,SINTOMAS,pregunta,formal,1,4,23,20
Toma agua de linaza,Linaza unuta ukyay,TRATAMIENTO,instruccion,formal,1,4,19,18
Me pica la garganta,Millp'uymi siqiwan,SINTOMAS,descriptivo,formal,1,4,19,18
¿Duele al sentarte?,¿Tiyakuptiyki nanasunkichu?,SINTOMAS,pregunta,formal,1,3,19,27
Tobillo hinchado,Chaki muquy punthisqa,SINTOMAS,descriptivo,formal,1,2,16,21
Abriga al bebé,Wawata q'uñichiy,MATERNO_INFANTIL,instruccion,formal,1,3,14,16
¿Tuviste pesadillas?,¿Millayta mosqokurqankichu?,COND_ESPECIALIZADA,pregunta,formal,1,2,20,27
Duele el lado izquierdo,Lloq'e ladoy nanawan,SINTOMAS,descriptivo,formal,1,4,23,20
No cargues peso,Ama llasaqta hoqariychu,TRATAMIENTO,instruccion,formal,1,3,15,23
¿Arden tus ojos?,¿Ñawiyki raurashanchu?,SINTOMAS,pregunta,formal,1,3,16,22
Duele mi muñeca,Maki muquymi nanawan,SINTOMAS,descriptivo,formal,1,3,15,20
Ven en ayunas,Ch'usaq wijsa hamuy,DIAGNOSTICO,instruccion,formal,1,3,13,19
¿Tu hijo está débil?,¿Wawayki pishipashqachu?,MATERNO_INFANTIL,pregunta,formal,1,4,20,24
Tengo mucha sed,Ch'akiywan kashani,SINTOMAS,descriptivo,formal,1,3,15,18
¿Cuánto tiempo lleva así?,¿Hayka tiempoñataq chhayna kanki?,SINTOMAS,dialogo_medico,formal,1,4,25,33
Me duelen las articulaciones,T'inkuykunaymi nanaywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,28,30
¿Ha tenido esto antes?,¿Kayta ñawpaqtapas charrqankichu?,DIAGNOSTICO,dialogo_medico,formal,1,4,22,33
Tengo escalofríos,Chullijaq siqiwan kani,SINTOMAS,dialogo_medico,formal,1,2,17,22
No puedo dormir,Manan puñuyta atinichu,SINTOMAS,dialogo_medico,formal,1,3,15,22
Tome esto tres veces al día,Kayta kimsa kutiyta uhyay p'unchaypi,TRATAMIENTO,instruccion,formal,1,6,27,36
¿Le duelen los huesos?,¿Tulluykikuna nanayta kanchari?,SINTOMAS,dialogo_medico,formal,1,4,22,31
Tengo mucha sed,Ancha ch'akiywanmi kani,SINTOMAS,dialogo_medico,formal,1,3,15,23
Evite comidas picantes,Hayaq mikuykunata harkay,TRATAMIENTO,instruccion,formal,1,3,22,24
Me cuesta respirar,Samayqa sinchitan kani,SINTOMAS,dialogo_medico,formal,1,3,18,22
¿Tiene antecedentes familiares?,¿Aylluykipi ima unkuy kanchu?,DIAGNOSTICO,dialogo_medico,formal,1,3,31,29
Tengo la presión alta,Presion hataywanmi kani,SINTOMAS,dialogo_medico,formal,1,4,21,23
Hágase estos análisis,Kay t'aqwiykunata ruwachiy,DIAGNOSTICO,instruccion,formal,1,3,21,26
Me duele al orinar,Hisq'ayshaqtiymi nanawan,SINTOMAS,dialogo_medico,formal,1,4,18,24
Camine media hora diaria,Sapa p'unchay chawpi hora purinki,TRATAMIENTO,instruccion,formal,1,4,24,33
¿Tiene vómitos?,¿Mayllisqata kanchari?,SINTOMAS,dialogo_medico,formal,1,2,15,22
Me salen ronchas,Ch'upuykunami lluqsimuwanku,SINTOMAS,dialogo_medico,formal,1,3,16,27
Necesita cirugía,Operacionta necesitanki,DIAGNOSTICO,dialogo_medico,formal,1,2,16,23
Tengo sangrado,Yawar lluqsimuwanmi,SINTOMAS,dialogo_medico,formal,1,2,14,19
Aplique compresas frías,Chiri pañukunata churay,TRATAMIENTO,instruccion,formal,1,3,23,23
¿Le late rápido el corazón?,¿Sonqoyki utqha t'uqutinchu?,SINTOMAS,dialogo_medico,formal,1,5,27,28
Tengo la boca seca,Simiyqa ch'akin kashan,SINTOMAS,dialogo_medico,formal,1,4,18,22
Regrese en una semana,Huk semanapi kutimuy,SEGUIMIENTO,instruccion,formal,1,4,21,20
Me tiemblan las manos,Makiykunaymi susuhuwan,SINTOMAS,dialogo_medico,formal,1,4,21,22
No se rasque,Ama aspiykuy,TRATAMIENTO,instruccion,formal,1,3,12,12
